id,id_equipo,id_tanque,fecha,hora,volumen,temperatura,codigo,baja,vbat1,vbat2,fuel_level_dmm,water_level_dmm,water_volume_lts,tank_site_id
6566,492,1072,2018-08-09,00:01:08,0025885.696,15.0,N1,0,069,202,00001707,00000000,0000.000,1
66841,356,725,2018-08-09,00:01:55,0015403.820,16.8,N1,0,060,345,00015103,00000000,0000.000,5
1638,496,1117,2018-08-08,23:02:25,0010257.516,15.6,N1,0,061,309,00006622,00000000,0000.000,1
208762,220,400,2018-08-09,00:12:16,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
109707,477,1011,2018-08-09,00:10:55,0007404.000,16.4,V1,0,060,290,00008425,00000000,0000.000,2
109708,477,1011,2018-08-09,00:11:54,0007404.000,16.4,V1,0,060,290,00008425,00000000,0000.000,2
109709,477,1011,2018-08-09,00:23:40,0007382.822,16.4,V1,0,060,290,00008407,00000000,0000.000,2
109710,477,1011,2018-08-09,00:24:39,0007372.328,16.3,V1,0,060,290,00008398,00000000,0000.000,2
109711,477,1011,2018-08-09,00:25:38,0007372.328,16.3,V1,0,060,290,00008398,00000000,0000.000,2
109712,477,1011,2018-08-09,00:26:37,0007372.328,16.4,V1,0,060,290,00008398,00000000,0000.000,2
61630,159,187,2018-08-09,00:08:58,0014538.025,16.9,V1,0,060,286,00010631,00000000,0000.000,2
10133,501,1087,2018-08-09,00:02:05,0011621.000,14.3,F1,0,061,296,00011621,00000000,0000.000,1
130358,429,986,2018-08-09,00:14:56,0005356.300,19.3,V1,0,060,291,00007072,00000000,0000.000,1
130359,429,986,2018-08-09,00:15:55,0005356.300,19.3,V1,0,060,291,00007072,00000000,0000.000,1
130360,429,988,2018-08-09,00:17:44,0007839.200,17.7,V1,0,060,291,00008776,00000000,0000.000,3
130361,429,988,2018-08-09,00:18:43,0007820.000,17.7,V1,0,060,291,00008760,00000000,0000.000,3
130362,429,988,2018-08-09,00:19:42,0007799.600,17.7,V1,0,060,291,00008743,00000000,0000.000,3
130363,429,988,2018-08-09,00:21:39,0007762.400,17.7,V1,0,060,291,00008712,00000000,0000.000,3
130364,429,988,2018-08-09,00:22:38,0007762.400,17.7,V1,0,060,291,00008712,00000000,0000.000,3
130365,429,988,2018-08-09,00:23:37,0007762.400,17.7,V1,0,060,291,00008712,00000000,0000.000,3
130366,429,988,2018-08-09,00:24:36,0007761.200,17.7,V1,0,060,291,00008711,00000000,0000.000,3
130367,429,988,2018-08-09,00:33:26,0007739.600,17.7,V1,0,060,291,00008693,00000000,0000.000,3
130368,429,988,2018-08-09,00:34:24,0007718.920,17.7,V1,0,060,291,00008676,00000000,0000.000,3
130369,429,988,2018-08-09,00:35:23,0007698.180,17.7,V1,0,060,291,00008659,00000000,0000.000,3
130370,429,988,2018-08-09,00:36:22,0007676.220,17.7,V1,0,060,291,00008641,00000000,0000.000,3
198058,143,154,2018-08-09,00:30:00,0008807.380,15.7,N1,0,060,221,00009333,00000000,00000000,6
198059,143,155,2018-08-09,00:30:00,0000496.640,17.3,N1,0,060,221,00000413,00000000,00000000,7
198060,143,146,2018-08-09,00:30:00,0000824.600,17.0,N1,0,060,221,00001007,00000000,00000000,1
198061,143,147,2018-08-09,00:30:00,0005612.270,15.6,N1,0,060,221,00006715,00000000,00000000,2
198062,143,152,2018-08-09,00:30:00,0008779.320,15.5,N1,0,060,221,00009141,00000000,00000000,3
198063,143,151,2018-08-09,00:30:00,0004282.900,16.3,N1,0,060,221,00004968,00000000,00000000,4
198064,143,153,2018-08-09,00:30:00,0000633.200,16.0,N1,0,060,221,00001080,00000000,00000000,5
198065,143,154,2018-08-09,00:34:31,0008806.160,15.6,V1,0,060,221,00009332,00000000,00000000,6
198066,143,154,2018-08-09,00:36:30,0008767.120,15.6,V1,0,060,221,00009300,00000000,00000000,6
198067,143,154,2018-08-09,00:38:29,0008726.860,15.7,V1,0,060,221,00009267,00000000,00000000,6
38870,421,933,2018-08-09,00:21:54,0001355.216,16.4,N2,0,060,293,00007702,00000016,0003.536,1
38871,421,933,2018-08-09,00:31:42,0001355.074,16.3,N2,0,060,293,00007701,00000016,0003.536,1
66842,356,725,2018-08-09,00:11:45,0015387.847,16.8,V1,0,060,345,00015089,00000000,0000.000,5
66843,356,725,2018-08-09,00:12:44,0015386.714,16.8,V1,0,060,345,00015088,00000000,0000.000,5
66844,356,725,2018-08-09,00:13:43,0015386.714,16.8,V1,0,060,345,00015088,00000000,0000.000,5
66845,356,725,2018-08-09,00:14:42,0015386.714,16.8,V1,0,060,345,00015088,00000000,0000.000,5
457724,248,426,2018-08-09,00:26:36,0013719.940,15.5,V1,0,065,321,00013295,00000000,00000000,5
457725,248,426,2018-08-09,00:27:35,0013661.800,15.5,V1,0,065,322,00013246,00000000,00000000,5
457726,248,426,2018-08-09,00:30:31,0013511.980,15.5,V1,0,065,321,00013123,00000000,00000000,5
457727,248,426,2018-08-09,00:31:30,0013454.600,15.5,V1,0,065,322,00013075,00000000,00000000,5
457728,248,426,2018-08-09,00:32:29,0013404.200,15.5,V1,0,065,321,00013033,00000000,00000000,5
457729,248,422,2018-08-09,00:33:36,0006177.750,13.4,V1,0,025,285,00008601,00000000,00000000,1
457730,248,426,2018-08-09,00:36:23,0013316.800,15.5,V1,0,065,321,00012961,00000000,00000000,5
208763,220,400,2018-08-09,00:13:15,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208764,220,400,2018-08-09,00:14:14,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208765,220,400,2018-08-09,00:15:13,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208766,220,400,2018-08-09,00:16:11,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208767,220,400,2018-08-09,00:17:10,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208768,220,400,2018-08-09,00:18:09,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208769,220,400,2018-08-09,00:19:08,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208770,220,400,2018-08-09,00:20:07,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208771,220,400,2018-08-09,00:21:06,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208772,220,400,2018-08-09,00:22:05,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208773,220,400,2018-08-09,00:23:04,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208774,220,400,2018-08-09,00:24:02,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208775,220,400,2018-08-09,00:25:01,0043491.600,9.1,N1,0,060,294,00022405,00000000,0000.000,1
208776,220,400,2018-08-09,00:26:00,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208777,220,400,2018-08-09,00:27:58,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208778,220,400,2018-08-09,00:28:57,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208779,220,400,2018-08-09,00:29:56,0043491.600,9.1,N1,0,060,293,00022405,00000000,0000.000,1
208780,220,400,2018-08-09,00:30:54,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208781,220,400,2018-08-09,00:31:53,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208782,220,400,2018-08-09,00:32:52,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208783,220,400,2018-08-09,00:33:51,0043487.760,9.1,N1,0,060,293,00022403,00000000,0000.000,1
236839,357,764,2018-08-09,00:13:04,0012386.460,12.3,V1,0,060,350,00012026,00000000,00000000,2
236840,357,764,2018-08-09,00:14:02,0012360.840,12.3,V1,0,060,350,00012005,00000000,00000000,2
236841,357,765,2018-08-09,00:30:00,0017093.960,13.0,N1,0,060,347,00016037,00000000,00000000,3
236842,357,766,2018-08-09,00:30:00,0015624.780,13.2,N1,0,060,307,00014822,00000000,00000000,4
236843,357,767,2018-08-09,00:30:00,0012224.420,13.6,N1,0,061,346,00011767,00000000,00000000,5
236844,357,768,2018-08-09,00:30:00,0011312.080,14.0,N1,0,060,336,00011060,00000000,00000000,6
236845,357,763,2018-08-09,00:30:00,0014290.680,12.9,N1,0,060,347,00013369,00000000,00000000,1
236846,357,764,2018-08-09,00:30:00,0012358.400,12.3,N1,0,060,350,00012003,00000000,00000000,2
236847,357,765,2018-08-09,00:32:52,0017055.800,13.0,V1,0,060,347,00016001,00000000,00000000,3
1639,496,1117,2018-08-09,00:02:16,0010255.333,15.2,N1,0,061,309,00006621,00000000,0000.000,1
130371,429,988,2018-08-09,00:38:20,0007663.000,17.7,V1,0,060,291,00008630,00000000,0000.000,3
130372,429,986,2018-08-09,00:38:29,0005350.150,19.3,V1,0,060,291,00007066,00000000,0000.000,1
130373,429,988,2018-08-09,00:39:19,0007663.000,17.7,V1,0,060,291,00008630,00000000,0000.000,3
130374,429,988,2018-08-09,00:40:18,0007663.000,17.7,V1,0,060,291,00008630,00000000,0000.000,3
130375,429,988,2018-08-09,00:42:15,0007657.000,17.7,V1,0,060,291,00008625,00000000,0000.000,3
130376,429,988,2018-08-09,00:43:14,0007636.600,17.7,V1,0,060,291,00008608,00000000,0000.000,3
130377,429,988,2018-08-09,00:44:13,0007615.000,17.7,V1,0,060,291,00008590,00000000,0000.000,3
21934,479,1028,2018-08-09,00:30:08,0032883.160,8.0,N0,0,068,341,00002120,00000000,0000.000,2
21935,479,1027,2018-08-09,00:31:21,0025068.964,9.0,N1,0,067,282,00001689,00000000,0000.000,1
21936,479,1029,2018-08-09,00:31:49,0000255.468,8.7,N1,0,061,299,00000698,00000000,0000.000,3
74987,374,873,2018-08-09,00:30:00,0000000.988,5.5,N0,0,061,283,00000000,00000000,00000000,1
74988,374,874,2018-08-09,00:30:00,0013319.750,10.0,N1,0,061,287,00010598,00000000,00000000,2
38872,421,933,2018-08-09,00:41:31,0001355.074,16.3,N2,0,060,293,00007701,00000016,0003.536,1
25871,227,566,2018-08-09,00:45:37,0014038.916,10.0,N1,0,060,281,00009491,00000000,00000000,1
208784,220,400,2018-08-09,00:34:50,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208785,220,400,2018-08-09,00:35:49,0043487.760,9.1,N1,0,060,293,00022403,00000000,0000.000,1
208786,220,400,2018-08-09,00:36:48,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208787,220,400,2018-08-09,00:37:47,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208788,220,400,2018-08-09,00:38:45,0043489.680,9.1,N1,0,060,294,00022404,00000000,0000.000,1
208789,220,400,2018-08-09,00:39:44,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
208790,220,400,2018-08-09,00:40:43,0043487.760,9.1,N1,0,060,293,00022403,00000000,0000.000,1
208791,220,400,2018-08-09,00:41:42,0043489.680,9.1,N1,0,060,293,00022404,00000000,0000.000,1
24171,482,1026,2018-08-09,00:31:14,0021420.456,11.7,N1,0,060,302,00011272,00000000,0000.000,1
21442,481,1025,2018-08-09,00:30:18,0030570.633,11.8,N1,0,060,302,00015011,00000000,0000.000,1
457731,248,426,2018-08-09,00:46:10,0013087.160,15.5,V1,0,065,322,00012771,00000000,00000000,5
66846,356,725,2018-08-09,00:31:27,0015386.714,16.8,N1,0,060,344,00015088,00000000,0000.000,5
61631,159,187,2018-08-09,00:32:27,0014518.500,16.9,V1,0,060,285,00010620,00000000,0000.000,2
61632,159,187,2018-08-09,00:33:25,0014514.950,16.9,V1,0,060,285,00010618,00000000,0000.000,2
61633,159,187,2018-08-09,00:34:24,0014513.175,16.9,V1,0,060,286,00010617,00000000,0000.000,2
6567,492,1072,2018-08-09,00:31:47,0025552.528,15.0,N1,0,069,202,00001689,00000000,0000.000,1
38873,421,933,2018-08-09,00:51:19,0001354.932,16.2,N2,0,060,293,00007700,00000015,0003.315,1
61634,159,187,2018-08-09,00:35:23,0014511.400,16.9,V1,0,060,286,00010616,00000000,0000.000,2
61635,159,179,2018-08-09,00:43:19,0013808.260,17.7,V1,0,060,272,00013897,00000000,0000.000,1
61636,159,179,2018-08-09,00:44:18,0013808.260,17.7,V1,0,060,272,00013897,00000000,0000.000,1
61637,159,179,2018-08-09,00:45:16,0013808.260,17.7,V1,0,060,272,00013897,00000000,0000.000,1
208792,220,400,2018-08-09,00:42:41,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208793,220,400,2018-08-09,00:43:40,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208794,220,400,2018-08-09,00:44:39,0043487.760,9.0,N1,0,060,294,00022403,00000000,0000.000,1
208795,220,400,2018-08-09,00:45:38,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208796,220,400,2018-08-09,00:46:36,0043487.760,9.0,N1,0,060,294,00022403,00000000,0000.000,1
208797,220,400,2018-08-09,00:47:35,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208798,220,400,2018-08-09,00:48:34,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208799,220,400,2018-08-09,00:49:33,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208800,220,400,2018-08-09,00:50:32,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
198068,143,154,2018-08-09,00:57:18,0008706.160,15.7,V1,0,060,221,00009250,00000000,00000000,6
198069,143,154,2018-08-09,01:00:00,0008697.690,15.6,N1,0,060,221,00009243,00000000,00000000,6
198070,143,155,2018-08-09,01:00:00,0000496.640,17.3,N1,0,060,221,00000413,00000000,00000000,7
198071,143,146,2018-08-09,01:00:00,0000824.600,17.0,N1,0,060,221,00001007,00000000,00000000,1
198072,143,147,2018-08-09,01:00:00,0005603.230,15.6,N1,0,060,221,00006707,00000000,00000000,2
198073,143,152,2018-08-09,01:00:00,0008779.320,15.5,N1,0,060,221,00009141,00000000,00000000,3
198074,143,151,2018-08-09,01:00:00,0004282.900,16.2,N1,0,060,221,00004968,00000000,00000000,4
198075,143,153,2018-08-09,01:00:00,0000633.200,16.0,N1,0,060,221,00001080,00000000,00000000,5
208801,220,400,2018-08-09,00:51:31,0043487.760,9.0,N1,0,060,294,00022403,00000000,0000.000,1
208802,220,400,2018-08-09,00:52:30,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208803,220,400,2018-08-09,00:53:28,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208804,220,400,2018-08-09,00:54:27,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208805,220,400,2018-08-09,00:55:26,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208806,220,400,2018-08-09,00:56:25,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208807,220,400,2018-08-09,00:57:24,0043487.760,9.0,N1,0,060,294,00022403,00000000,0000.000,1
208808,220,400,2018-08-09,00:58:23,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208809,220,400,2018-08-09,00:59:22,0043485.840,9.0,N1,0,060,293,00022402,00000000,0000.000,1
208810,220,400,2018-08-09,01:00:21,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
38874,421,933,2018-08-09,01:01:08,0001354.932,16.2,N2,0,060,293,00007700,00000015,0003.315,1
38875,421,933,2018-08-09,01:11:55,0001354.932,16.1,N2,0,060,293,00007700,00000016,0003.536,1
10134,501,1087,2018-08-09,00:32:30,0011614.000,14.1,F1,0,061,296,00011614,00000000,0000.000,1
130378,429,988,2018-08-09,00:45:12,0007594.600,17.7,V1,0,060,291,00008573,00000000,0000.000,3
130379,429,988,2018-08-09,00:47:10,0007585.000,17.7,V1,0,060,291,00008565,00000000,0000.000,3
130380,429,988,2018-08-09,00:48:08,0007585.000,17.7,V1,0,060,291,00008565,00000000,0000.000,3
130381,429,988,2018-08-09,00:49:07,0007585.000,17.7,V1,0,060,291,00008565,00000000,0000.000,3
208811,220,400,2018-08-09,01:01:19,0043485.840,9.0,N1,0,060,293,00022402,00000000,0000.000,1
208812,220,400,2018-08-09,01:02:18,0043487.760,9.0,N1,0,060,293,00022403,00000000,0000.000,1
208813,220,400,2018-08-09,01:03:17,0043485.840,9.0,N1,0,060,293,00022402,00000000,0000.000,1
208814,220,400,2018-08-09,01:04:16,0043487.760,8.9,N1,0,060,294,00022403,00000000,0000.000,1
208815,220,400,2018-08-09,01:05:15,0043485.840,8.9,N1,0,060,293,00022402,00000000,0000.000,1
208816,220,400,2018-08-09,01:06:14,0043485.840,8.9,N1,0,060,293,00022402,00000000,0000.000,1
130382,429,986,2018-08-09,00:54:11,0005305.150,19.3,V1,0,060,291,00007023,00000000,0000.000,1
130383,429,986,2018-08-09,00:55:09,0005303.050,19.3,V1,0,060,291,00007021,00000000,0000.000,1
130384,429,986,2018-08-09,00:56:08,0005303.050,19.3,V1,0,060,290,00007021,00000000,0000.000,1
130385,429,986,2018-08-09,00:57:07,0005303.050,19.3,V1,0,060,291,00007021,00000000,0000.000,1
130386,429,990,2018-08-09,01:00:19,0000842.654,19.4,N1,0,060,291,00001829,00000000,0000.000,5
208817,220,400,2018-08-09,01:07:13,0043485.840,9.0,N1,0,060,293,00022402,00000000,0000.000,1
208818,220,400,2018-08-09,01:08:11,0043485.840,8.9,N1,0,060,294,00022402,00000000,0000.000,1
21937,479,1028,2018-08-09,01:00:14,0032895.932,8.0,N0,0,068,341,00002121,00000000,0000.000,2
21938,479,1027,2018-08-09,01:01:00,0025051.723,9.0,N1,0,066,279,00001688,00000000,0000.000,1
21939,479,1029,2018-08-09,01:01:15,0000256.200,8.6,N1,0,061,298,00000700,00000000,0000.000,3
208819,220,400,2018-08-09,01:09:10,0043485.840,8.9,N1,0,060,293,00022402,00000000,0000.000,1
208820,220,400,2018-08-09,01:10:09,0043485.840,8.9,N1,0,060,293,00022402,00000000,0000.000,1
74989,374,874,2018-08-09,01:00:00,0013318.000,9.9,N1,0,061,287,00010597,00000000,00000000,2
74990,374,873,2018-08-09,01:00:00,0000000.988,5.1,N0,0,061,283,00000000,00000000,00000000,1
130387,429,989,2018-08-09,01:01:41,0007053.000,18.9,N1,0,060,292,00008120,00000000,0000.000,4
130388,429,988,2018-08-09,01:01:53,0007585.000,17.7,N1,0,060,291,00008565,00000000,0000.000,3
130389,429,986,2018-08-09,01:02:01,0005303.050,19.3,N1,0,060,291,00007021,00000000,0000.000,1
130390,429,987,2018-08-09,01:02:28,0003168.000,18.4,N1,0,060,292,00004594,00000000,0000.000,2
130391,429,988,2018-08-09,01:11:41,0007567.000,17.7,V1,0,060,291,00008550,00000000,0000.000,3
130392,429,988,2018-08-09,01:12:40,0007547.800,17.7,V1,0,060,291,00008534,00000000,0000.000,3
130393,429,988,2018-08-09,01:13:39,0007528.600,17.7,V1,0,060,291,00008518,00000000,0000.000,3
6568,492,1072,2018-08-09,01:01:56,0025274.533,15.0,N1,0,069,202,00001674,00000000,0000.000,1
61638,159,187,2018-08-09,01:00:48,0014504.300,16.9,N1,0,060,286,00010612,00000000,0000.000,2
61639,159,179,2018-08-09,01:00:55,0013807.080,17.7,N1,0,060,272,00013896,00000000,0000.000,1
61640,159,189,2018-08-09,01:02:31,0004005.040,18.4,N1,0,061,293,00005522,00000000,0000.000,4
109713,477,1010,2018-08-09,00:56:56,0009479.200,13.8,V1,0,066,268,00010132,00000000,0000.000,1
109714,477,1010,2018-08-09,00:57:55,0009479.200,13.8,V1,0,066,268,00010132,00000000,0000.000,1
109715,477,1014,2018-08-09,01:00:09,0002029.506,14.1,N1,0,066,291,00003371,00000000,0000.000,5
109716,477,1011,2018-08-09,01:00:57,0007372.328,16.3,N1,0,060,290,00008398,00000000,0000.000,2
109717,477,1010,2018-08-09,01:01:51,0009479.200,13.8,N1,0,066,268,00010132,00000000,0000.000,1
109718,477,1011,2018-08-09,01:01:56,0007363.000,16.3,V1,0,060,290,00008390,00000000,0000.000,2
109719,477,1013,2018-08-09,01:02:07,0004411.400,14.4,N1,0,066,239,00005804,00000000,0000.000,4
109720,477,1011,2018-08-09,01:02:55,0007363.000,16.4,V1,0,060,290,00008390,00000000,0000.000,2
109721,477,1011,2018-08-09,01:03:54,0007363.000,16.3,V1,0,060,290,00008390,00000000,0000.000,2
3997,484,1037,2018-08-09,01:02:33,0003172.620,5.0,N1,0,060,269,00003677,00000000,0000.000,1
18329,434,983,2018-08-09,01:01:14,0010997.400,3.1,N1,0,061,291,00011582,00000000,0000.000,2
18330,434,982,2018-08-09,01:02:24,0022873.920,2.9,N1,0,061,291,00017192,00000000,0000.000,1
30761,431,963,2018-08-09,01:01:09,0034487.571,16.7,N1,0,060,292,00020807,00000000,0000.000,1
236848,357,768,2018-08-09,00:47:41,0011298.440,14.0,V1,0,060,337,00011049,00000000,00000000,6
236849,357,766,2018-08-09,00:56:05,0015582.600,13.3,V1,0,060,307,00014785,00000000,00000000,4
236850,357,767,2018-08-09,01:00:00,0012224.420,13.6,N1,0,060,346,00011767,00000000,00000000,5
236851,357,768,2018-08-09,01:00:00,0011298.440,14.0,N1,0,060,336,00011049,00000000,00000000,6
236852,357,763,2018-08-09,01:00:00,0014281.240,12.9,N1,0,060,348,00013361,00000000,00000000,1
236853,357,764,2018-08-09,01:00:00,0012358.400,12.3,N1,0,060,350,00012003,00000000,00000000,2
236854,357,765,2018-08-09,01:00:00,0017045.200,13.0,N1,0,060,347,00015991,00000000,00000000,3
236855,357,766,2018-08-09,01:00:00,0015581.460,13.2,N1,0,060,307,00014784,00000000,00000000,4
66847,356,725,2018-08-09,01:01:58,0015386.714,16.8,N1,0,060,345,00015088,00000000,0000.000,5
33646,455,971,2018-08-09,01:00:24,0013593.740,16.5,N1,0,061,298,00012626,00000000,0000.000,1
33647,455,973,2018-08-09,01:01:09,0022773.120,16.4,N1,0,060,291,00015352,00000000,0000.000,4
21443,481,1025,2018-08-09,01:00:43,0030568.150,11.7,N1,0,060,302,00015010,00000000,0000.000,1
24172,482,1026,2018-08-09,01:01:39,0021420.456,11.6,N1,0,060,302,00011272,00000000,0000.000,1
457732,248,426,2018-08-09,00:53:01,0012902.200,15.5,V1,0,065,322,00012618,00000000,00000000,5
457733,248,422,2018-08-09,00:58:05,0006157.260,13.4,V1,0,025,285,00008577,00000000,00000000,1
457734,248,425,2018-08-09,01:00:00,0007166.540,15.7,N1,0,066,271,00008061,00000000,00000000,4
457735,248,428,2018-08-09,01:00:00,0006358.000,15.0,N1,0,060,289,00009160,00000000,00000000,7
457736,248,430,2018-08-09,01:00:00,0005069.993,12.4,N1,0,060,291,00007339,00000000,00000000,9
457737,248,422,2018-08-09,01:00:00,0006155.540,13.4,N1,0,025,285,00008575,00000000,00000000,1
457738,248,423,2018-08-09,01:00:00,0005942.650,13.1,N1,0,060,291,00008348,00000000,00000000,2
457739,248,422,2018-08-09,01:00:02,0006133.180,13.4,V1,0,025,285,00008549,00000000,00000000,1
457740,248,424,2018-08-09,01:00:20,0005690.856,15.0,V1,0,066,297,00006794,00000000,00000000,3
457741,248,422,2018-08-09,01:06:53,0006106.163,13.4,V1,0,025,285,00008517,00000000,00000000,1
457742,248,430,2018-08-09,01:08:54,0005048.177,12.4,V1,0,060,291,00007315,00000000,00000000,9
