data,target
"b""If you want to be alone while watching Alone In The Dark, there is good news and bad news. The good news is that you will get your wish. The bad news is that misery loves company. Letting dangling from the nipples of red nipples over a pit of cacti and scorpions would be less painful than sitting in this menage a trash on aliens, monsters, nefarious scientists, kidnapped children, a paranormal putan, and Tara Reid as museum curator. Pinch me, I have to dream. Better a pinch than a slap in the face, which is what this boring slot in a movie offers. Alone in the Dark is apparently based on an old Atari game, one I've never heard of. What I remember of the old Atari games were their rudimentary graphics and plot. I doubt that the extended retrospective of the film was also a consideration. So, to fill in the blanks, the writers Elan Mastai, Michael Roesch and Peter Scheerer borrow and steal from other films. Best Film Movies that make you realize that you're not just looking at an imitation, but a bad imitation, like Chuck Norris doing the tribute to Judy Garland. I admit that his interpretation of Easter Parade made me cry, but only because he was kicking me in the face. Here's what it felt like to watch Alone in the Dark. I do not care about stupid, stupid horror films, but I hate the stupid and stupid horror films that refuse to recognize this fact. Alone in the Dark comes with such a poker face it's impossible to know if we should take something like that seriously. We are, but we do not do it = or, more precisely, we can = t. There is no room for maneuver in the script, directing or acting. Government conspiracies abound (after a long opening of servitude) in Alone in the Dark, which finds paranormal investigator Edward Carnby (Christian Slater) in collaboration with an elite group of government agents defeating an ancient evil. As an orphan, Edward escaped the clutches of an unscrupulous government agent / scientist, Lionel Hudgens (Matthew Walker), whose depraved experiments turned children into crossed zombies. Now that Hudgens has found the final key to unlock the portal between darkness and light, it's up to Edward, former lover and curator Aline Cedrac (Reid) and commando chief Burke (Stephen Dorff) to save humanity. Yes, that = s who I would call when the extreme evil decides to slap humanity: two actors who ride the direct guide to the video and an actress famous for the flashes of the paparazzi. Was it a casting or a rebate decision? The director Uwe Boll (The House of the Dead) is not much help, never allowing the actors to get out of the thin box or express emotions beyond the written word. If everyone in front of or behind the camera had just recognized the obvious, Alone in the Dark would have been a blast. Computer generated monsters that never seem to occupy the same plot of actors, trigger-happy commando, a twisted plot that makes no sense, characters of paper dolls, all the trappings of a stupid time. Too bad the people behind Alone in the Dark did not fall into that trap.""",0
"b""We kept yawning while we watched this smelly Sony. It's probably the worst digital animation film we've ever seen, and we've all seen the biggies. BUT, we gave it 2 stars and not one because it has some fun scenes. But those funny scenes are too few. It is really devoid of adult humor. Children can have fun (we do not have any so we can not comment). Please do not waste your money on this movie unless you are sure your little ones will like it.""",0
"b'Still disappointing. I really hoped, but between the dubious lines and the poor acting it was rather hard to bear. I think the wolves chasing the vampire were the highlight of the film. I was completely lacking any emotional connection, I think it was actually worse than Twilight if that were possible. It amazes me completely that with such a large budget and a fan base, they still can not get close to doing it well. Poor clothes, makeup, even the soundtrack were bad. Go read the books, there is no comparison.'",0
"b""This video is a must see. With so many health problems today. By looking at this you realize that you can control your health and diet. you just have to try I'm a believer.""",1
"b""I knew this movie smelled ... but I mean ... it really stinks! The word & quot; leverage & quot; it is repeated over and over again, it is as if the director wanted to hypnotize his crowd with subliminal messages. The last reviewer said it all ... & quot; It's like riding horses & quot; , read also that. This film is reductive, I'm a SFX designer and I felt offended by the mokery made for science fiction films along this one. My advice avoids this ... no ... scartch that ... rent it and watch HOW messed up can a film actually be.Buah haa haa haaa haa!""",0
"b""I do not know who I'm more sorry for, Stephen Dorff or Christian Slater. Dorff, who is a great actor even if you never know him in the movies he's in, has never been in any good since the original Blade was created in 1998. Slater's career has worsened over the years , practically taking part in some flop projects. Both actors sleepwalk through their roles in this latest videogame for the film adaptation of director Uwe Boll, the same guy who brought us another adaptation to the video game, the incredibly ugly House of the Dead. Alone in the Dark is not much better, with such a nonexistent story that you're scratching your head wondering what's going on before you pray for everyone to be killed. Even Tara Reid is on board as the smart girl and, as the previous reviewers have said, we know she is smart because she wears glasses. There's no saving factor on Alone in the Dark, and if you submit to the House of the Dead parody, then you know what to expect here.""",0
"b""This DVD attempts to encompass the entire history of North American exploration in about an hour. Given his goal, I consider doing a good job of doing it. He summarized five hundred years of history and many dozens of expeditions and explorers in short puffs of information. I do not think this is a good educational tool, since it would probably be uninteresting - it does not have very interesting stories, just a flow of information. Rather, this is a good starting point for someone who wants to do research on North American exploration and would like an introduction to major events and to people in their history. It's really not something to impress people in history, people seeing this should already be enthusiastic.""",1
"b'I really thought it would be great to watch a movie in 3D and HD ... but unfortunately they did not come up with a way to offer a 3D experience at home without fading the characters. Because of the glasses, everything in the picture has a green tinge. this kind of defeats the purpose of HD. all that aside, the film is good enough! I have not watched the 2d version yet, so I can not review this aspect of the record, but there are some accurate 3D effects despite the green people.'",1
"b""The special effects were fine, but the story was weak, silly and predictable. As a child, I love Alien's films. Aliens (2nd) is considered a classic in our home while we still laugh at the way my mother caused M & M to rain on the theater after an alien frightened her. So, with that, I was thrilled to see this film and relive some of the memories. What a disappointment. It was not scary at all. The people in the theater were actually *** SLEEP ***. I was jealous of them. Mostly I was glad it was a short film. Unfortunately, the scariest thing about this movie was a penguin. Do not see it. If you're a huge fan of aliens or predators and you have to take it, wait for the video or HBO.""",0
"b'I liked this movie. I advised friends and they loved it too. However, we can not find the soundtrack. Help !'",1
"b""3 words: do. No Buy 'Even if the films were decent media, I would not be able to say that because the movie is so faded.""",0
"b""I love Phantom of the Opera so much and the music is beautiful. So I knew it would be great. Well, it's not, it's painful, there's no good song and the plot does not fit what happened in Phantom. I would not recommend this film. Do not waste money or time. It's sad to say it simply is not worth it.""",0
"b""I can not say enough how bad this movie is. The only reason he got a star is that the Amazon has no stars. his is just a bad movie. It's not even a bad movie, nor is it fun to watch. The basic premise is interesting, in a sense to six degrees, and one would expect an Indiana Jones-style adventure with two daggers. There are two worlds, one good, one bad. An ancient civilization once opened the door between these two worlds first and was swept away. Now, the key has been destroyed (why not destroyed? Never destroy these things!) And sent to the four corners of the earth. Now, take everything that's always been clean, exciting, fun, and interesting from an Indiana Jones-style movie and let it scroll down a few times. Dip it and slap it on some film with an inept performance and an inaineous rhythm. From the fire and here you are, Alone in the Dark. What a waste .""",0
"b""This film is simply bizarre. It's so crazy and over the top you can not help but love it. The Leprechaun, the narrowing? Ah! Classic. It's great that Troma has finally released it on DVD, if you like Revenge of the Nerds, Weird Science, and you have Troma's sense of humor, you'll love it.""",1
"b""It's a very entertaining Fred Astaire movie and has the episode of dancing on the ceiling which is considered a milestone in the film. And the face and shape of Jane Powell is very easy on the eyes. There is disappointment with the quality of the video (grainy), but the film is still delicious. There are three DVD editions of this film that I know of, I've had all three. I kept Madacy's set and gave the other two as presents.""",1
b'This CD is nothing more than a simple reading of the official rules of the road with often irrelevant footage. Buy the book!',0
"b'Before looking at this, do not make the mistake of heaping this film with stupid comedies like ""Tootsie"" and ""Mrs"". Doubt the fire. \'\' Although based on a true story, the director Greenwald goes around many Western (and Hollywood) conventions to bring one of the best westerns of the 1990s. Susy Amis plays Jo, a woman who is a little too confident of some bad guys. After escaping to the west and leaving her hidden by a child, she was almost raped by two soldiers. To hide from them, wear the clothes of men and scar the face, finally using his new facade to get what he needs in the West to survive. Ian McKellen plays a woman hater who greets her, believing he is a young man. In the end he makes friends with Bo Hopkins, who has had his best role for years, and starts a sheep ranch. He falls in love with a Chinese who has been forced to hire as a cook, and eventually has to fight with a group of cattle trying to catch on and hunt sheep farmers. He looks like Eric Stoltz in his man scenes, and is totally believable. McKellan and Rene Auberjonois have small but crucial roles as older paternal figures that Amis trusts, but eventually light it up. Bo Hopkins is as big as the neighbor that Amis tolerates, makes friends and tolerates. David Chung plays the Chinese man surnamed Tin Man as a sick man and addicted to opium. It looks perfect for the part, scars of life and everything. Heather Graham also has a small part as a lover of Amis, and she does her best. The most amazing aspects of this film are what the film is not. There are no cute scenes of ""Yentl"", where Amis falls in love with a man as a man. The war of the cows, a standard Western plot, never overwhelms history, or comes to a trivial conclusion. The final scenes, with the unmasking of Jo, seem almost a farce, but if you think later, play in a very sincere and moving, especially the reaction of Hopkins. The Greenwald camera transforms a small film into an epic, with beautiful Montana scenery. His screenplay is also very clever, without ever laughing cheaply or the kind of exploitation that a director might have chosen. I highly recommend ""The Little Jo ballad"". ""This is classified (R) for physical violence, violent violence, sexual assault, cold blood, bad language, some nude female scenes, sexual content, sexual references, drug abuse and adult situations.'",1
"b'I bought this DVD without having seen it in the theater or on video. I bought it based on the excellent reviews I saw on the top ten year-end lists. This is one of the few (only?) Major animation works that do not double as musicals. It is based solely on the strength of its characters to tell the compelling story of the young `` Hogarth \'\' (yes, Hogarth!) That makes friends with a giant robot that crashed on the ground in the 50s. Naturally, the military and other adults are suspicious of the seemingly benevolent giant. The real strength of this film is that both adults and children will have fun because it works on multiple levels. It\'s a clever comment on the paranoia of the 50s (without being a heavy hand), an exciting adventure film and a comedy that has humor for adults and children. Both will fall in love with ""Iron Giant"" (voiced by Vin Diesal, from ""Saving Private Ryan"") that will eventually teach us a few things about loyalty and sacrifice. A warning for those with very young children: there are some ""damned"" and ""inferno"" (3 or 4) throughout the film; then his PG rating.'",1
"b""I agree with the review of Shemp Newberg. I have other Stefan Grossman DVDs, which I'm excited about. I took this to start learning the bottleneck. The card is not what it is playing (or rather, it reproduces 80% more embellishments), so it is not possible to duplicate its songs unless it can be played by ear. Very disappointed . I suppose I'll look for another intro at the bottleneck. On a positive note, there are terrifying historical clips of bottleneck legends, if you like that stuff (which I do).""",0
"b'Certainly the best Carmen I saw, in addition to the film by Domingo (I did not see the performance of van Otter). The highlights are obviously the soprano performances, at the head of Domashenko and Dashuk; both have the right to play their roles, even if the first one is a little dull - but somehow I do not think that Carmen was a lady of nuances. Just look at their beauty: they are really amazing to look at. I saw a Turandot some nights ago (another production of Zeffirelli) that was ruined as a show because the princess was played by a lady who was the size of a hospitality tent (and she was not even a great singer). Strangely, in this production, the male protagonists raise an eyebrow; they are middle-aged, overweight and visually unconvincing, and this diminishes credibility, given Zeffirelli\'s emphasis on the ""look"" of a production; It is difficult to see how Jose and Escamillo can, in modern language, ""pull"" women like that! OK, maybe the fame of the latter is a factor. As for singing, sopranos excelled, Berti was fine, Acelo mediocre, and one or two of the rather dull support singers. The director and the orchestra were good. As another reviewer noted, it is not hard to believe that every Veronese family was represented on the impressive stage, as well as several tourists. There were more horses on stage than running in the Grand National, and I think I saw my dog, who had been left out for a walk, in one of the scenes. No elephant though. And yes, the constant search for male singers for the conductor\'s inspiration was irritating, but with so many people on stage, it\'s a pity that they did not have to blow up to get the rhythm. But these are quibbles. I liked the performance a lot, more like a show than a great work. I think my dog \xe2\x80\x8b\xe2\x80\x8balso came back very late.'",1
b'The set of the first season should have had a lot more episodes than it did. I was very disappointed with the limited number of episodes in the set. And the music video and the other guide were a waste of veiwing.',0
"b""It was the franchise that slugfest fans thought would never happen except in the form of a comic book. After years and years of failed attempts and false departures, the powers that eventually joined. Hoping to take advantage of the successful smash of two successful horror franchises with Freddy vs. Jaso, two of the most famous science fiction creatures tiptoe against Alien Vs. Predator with those annoying humans caught in the middle. There is no clich\xc3\xa9; that this movie does not like. Single-use characters are generally drawn. For example, a bottle cap worn around a character's neck is considered a distinctive trait. The film even manages to include that old chestnut where the characters pass a fireball explosion. Fans waiting for the alien races to start slugging will have to wait almost an hour before their first battle but it's pretty impressive as they launch each other like something from a comic book. Of course, the combat scenes are quite beautiful in all their glory assisted by the CGI, but it is certainly not an endorsement. Master Lance Henriksen is staggering around here as a selfish businessman who provides the only human connection to Alien's other films (it is understood that he is the inspiration for the Bishop in Aliens android). It is only in about a quarter of the film before it is sent quickly. There is an audio commentary by the writer / director Paul W.S. Anderson and actors Lance Henriksen and Sanaa Lathan. They connect together apparently unaware of the narrative chaos that is this film. Also included is an audio commentary by the visual effects supervisor John Bruno and the creator of the creature effects Alec Gillis and Tom Woodruff Jr. Anyone wishing to hear this kind of detail will find this informational track. There are three scenes erased for two minutes and include a bit of Predator humor that has been cut correctly. Also included are two trailers and a gallery of comic book covers at Dark Horse's Alien Vs. Series of predators.Alien vs. Predator is not worth the wait and the fans of the comic will feel cheated. The film starts slowly, but once the Aliens and the Raiders start fighting each other, the weak script and the clumsy plot fades mercifully into the background. It's a shame because both of these alien races are ripe for countless story ideas that the subsequent sequels have not been able to capitalize effectively. All we have left is a good paint film by number.""",0
"b'Amazon offers this film along with ""The Off Season"" in a package. SKIP THEM BOTH! This is really bad simply because it is not an honest attempt to create a decent horror film. This is as bad as those terrible ""Brain Damage"" movies.'",0
"b'A witty and perceptive film about a group of college friends and how they fit with love, money, sex, the outside world and brunches. The screenplay is a return to screwball comedies in which the characters were dimensional and the viewer worried about each character. The performances are impeccable. Special mention to Maddie Corman and the delicious, warm and phenomenal Christian Maelen. Man is so delightfully humanly possible that he will charm the trousers of both men and women. This film is a real surprise. An intelligent film that is not based on gross humor to engage the public.'",1
"b""I have read many reviews of other customers who bought this film and I can only imagine being so overwhelmed by the story and the great cast of this great epic that they failed to see the poor quality of the viedo. I've been waiting a long time for this film to come out on DVD and the quality of the video transfer is so poor that it's a bitter pill to misguide. I understand that it is a film that was made for television, but it is not an excuse for what they did to the great movie! I would like to have rented this movie before buying it and I would strongly recommend anyone interested to do it before doing the research!""",0
"b'I love this movie, but this is the worst quality DVD I\'ve ever seen. I am so disappointed. Why is such a terrible version available to buy as a ""new"" DVD? It is so clearly a copy of a copy of a copy of the film.'",0
"b""I ordered this item for the first time during the summer and I was very happy when it arrived weeks before the shipping estimate on December 23rd. Yet when I opened the box, I was disappointed to see that they had used cardboard sleeves to keep the DVDs inside. Even worse, they had a rough cardboard edge directly in the middle of the DVD. Due to the packaging, DVDs moved during shipping and many were scratched. About 5 will start to freeze as they are played - but not up to a good part of an episode! I contacted Amazon, who sent me another box and allowed me to choose from the best DVDs. I managed to get a complete set that works, with little scratches, but I'm afraid that storing them in DVD Rambaldi cases will scratch them further. Great idea, but the packaging is horrible. You'll spend more time trying to assemble a working set, so it's worth it.""",0
"b'I bought it for my nephew who is 5 years old, so some of this is for older children, but he enjoyed the parts. I think he will get a lot more when he is a little older. I recommend it as a learning tool.'",1
"b'Yeah, for sure ! I was sore and barely able to walk for three days! This will be moved to my stack of exercise DVDs, along with Insanity!'",0
"b""It is almost impossible not to fall in love with this solar film, with its lovely conductors and delightfully romantic and sexy premises: where and when can we finally DO IT? I found myself laughing uproariously for the antics of Tori Spelling, who, with surprising comic skills, almost steals the film from his predominantly male cast. It's hard to resist this breezy and somewhat old-fashioned gay romance.""",1
"b'If you\'ve never seen THE EXORCIST, or have not seen it for a long time, this is a great opportunity to add this classic horror movie to your library! Acting, directing, cinematography, soundtrack and special effects all stand the test of time. A special note is that both the special effects and the music of Tubular Bells are still wonderful, not at all ""period"". \'\' Max von Sydow is also particularly memorable as Father Merrin. The plot involves the possession of a 12-year-old girl by an ancient demon (there is another type). Murders, a dubious priest and a celebrity are thrown into the mix. It\'s so chilling and realistic how you remember it. If you have a special note, this DVD edition contains about a dozen minutes of ballroom footage - and that\'s a good thing. It was omitted on the day when the films were usually limited to two hours. The descent of the staircase is particularly memorable, not to give too much.'",1
"b'""Battlefield Earth"" is rightly considered one of the worst films ever made. Makes ""Manos, Hands of Fate"" ""a profound, human drama, touching on the suffering in the hands of a sect and"" Plan 9 from Outer Space ""seems a profound meditation on world peace and the dangers of science.` `Battlefield \'\' It has larger plot holes than Swiss cheese - and to think it was a labor of love (!!!) John Travolta saw this film as a tribute to L. Ron Hubbard, but ended up with a catastrophic flop. it\'s no wonder. ""Battlefield"" has humans who live in primitive conditions, at the mercy of the Psychlos with the head of John Travolta and Forest Whitaker.The human civilization lies in ruins.The special effects, sometimes, especially with the ruins Too bad for the rest of the film, Barry Pepper (who seems to have retired, or something like that) plays the hero, ""Jonny Goodboy. ""Do not make it up."" Detained prisoner by the Psychlos, he manages to learn to read, pilot airplanes, firearms - all in a remarkably short time.What about Psychlos, what was their motivation in world domination? they were able to find Fort Knox after he had blown everything apart: dark premise, horrible acting, horrible scene between Travolta and Kelly Preston\'s wife ... it\'s better not to see her.This movie makes you suffer Moment by Moment, and Travolta wonders if his career is Stayin \'Alive, at least his taste in camp movies has not changed, since he starred as Tracy Turnblatt\'s mother in Hairspray (Full-Screen Edition). bad is a battlefield.'",0
"b""The third installment of the popular & quot; Beverly Hills Cop & quot; the series is like a distant relative who comes to be with you. At the beginning, you are happy to see them and recover old times, but they certainly quickly consume their welcome. This film reaches that point after about fifteen minutes. Eddie Murphy is back as Alex Foley, Detroit's most unlikely detective outdoor outfield detective. Once again, Axel is fighting with law enforcement, the Beverly Hills police department and the villains who killed his friend. Sounds familiar? Even Serge (Bronson Pinchot) is back, in a desperate and painful scene that seems to go on forever. The director, veteran Murphy Helman John Landis, is acceptable, showing Landis' usual talent for rhythm and acrobatics. The screenplay of the usual reliable Steven deSouza, however, is sadly half burnt. It is never clear what the tone of the image should be. The action scenes are very impromptu and are often played for laughter, while the comic scenes are forced and not funny. History never creates the sense of danger and conflict that is essential for such a film. It is neither a riot of laughter, nor is it even remotely full of suspense. Also, any film that makes Hector Elizondo appear - one of the best actors in the film - has some serious problems. There are two good things about & quot; Cop III. & quot; One is an excellent sequence of action set on a ferris wheel in the amusement park. This is the only exciting part of the film. The other thing I liked was the series of cameos from a variety of famous directors (like George Lucas), a typical Landis gag. At least it gives you something to look for in some pretty boring scenes.""",0
"b'I agree 100% with the comments of another reviewer ... If you love this movie, do not buy this DVD. This version is terrible. I looked at it once and wanted to take the record out, spread it out on my driveway and run over it with my car - repeatedly. Back to the assembly school, Bill Jones. Really insulting for anyone who is a fan of this film. If I could, I would give negative stars.'",0
"b'The acting in this film stinks, laughing. Even Tara Reid can not save this film. What, Reid is a scientist because he wears glasses? He looks more like a gym coach. Is Christian Slater smarter? The direction is almost as bad as some of Ed Wood\'s films. The film may have had a science fiction plot, but the film barely explored any part of the plot. The film is not only ugly, sometimes it\'s boring, only stimulated by the fun of the scripts made horrible and meaningless. Mostly, this film incriminates its director. I give this film two stars out of five. At least this movie had images. I did not hate his stupidity as much as that other film based on a videogame, ""Resident Evil: Apocalypse"", which I considered the worst film of his year.'",0
"b'These DVDs have catapulted our sex life. My partner and I have found the ""buttons"" to each other and we are having a lot of fun. Since I\'ve been watching DVDs, one of the things I love to do is to reach it to the maximum, and I\'ve become quite good at perceiving when it\'s at the top and desperate to go further. It seems that you love everything I do during this period, and one of my favorite things is to keep it in that moment of intense desire for as long as possible, and as close as possible to get over it as much as possible, before letting it go down, or going Beyond these techniques, I have answered questions that I have had for a long time about how to please her - just to bring other questions that I had not even considered before. We have become VERY interested in exactly what they want, every time we have sex together. My most recent question is this: do women prefer to get up slowly and then go down a few more times, or would they prefer to stay on the edge for long periods of time? From my point of view, the higher it gets, the longer it stays there, the more rewarding it is for me. When I ask her what she likes, it seems like it\'s all I did at the time. I heard that holding it on the edge called ""sweet torture"", and I would like to have a woman\'s perspective. As I said, we are really in his sexual pleasure, and I attribute this rekindled interest apart to the techniques provided in the videos. I highly recommend, but ONLY if what you want is a super charged sex life! ! !'",1
"b""Great Milestones is an exploration of breeding habits and mating rituals of various types of animals. Interesting aspects of this topic are like the Moon and the tides regulate and synchronize certain elements of the breeding and also how the weather conditions play a role. Not only are terrestrial animals studied, but also some types of underwater creatures are shown. In the second half of this documentary, parents who protect and nurture their newborns are touched. To finish is a look at the young animals that leave home or nest in the struggle to join the circle of life. In just 60 minutes, this feature may leave you wishing for more. The sound, the narration and the video are pretty well done according to me. No bonus features are offered except for a couple of trailers from other programs. The chapters are a bit short due to the time limit, but what is presented is still fun and enjoyable. As different as the animal kingdom, we hope that Reader's Digest will make other types of documentaries. If you are a fan of this type of topic, this is the recommended vision.""",1
