data,target
"b""If you want to be alone while you watch Alone In The Dark, there is good news and bad news. The good news is that you will get your wish. The bad news is that misery loves the company. Being hung by red nipple clamps over a pit of cactus and scorpions would be less painful than sitting through this menage a trash about aliens, monsters, nefarious scientists, kidnapped children, a paranormal putz and Tara Reid as a museum curator. Pell\xc3\xadceme, I must be dreaming. Better a pinch than a slap in the face, which is what this hokey poky of a movie offers. Alone in the Dark is supposedly based on an old Atari game, one I've never heard of. What I do remember about the old games of Atari were its graphics and rudimentary plots. I doubt that the later extended history of the film was even a consideration. So to fill in the blanks, writers Elan Mastai, Michael Roesch and Peter Scheerer borrow and steal from other films. Best Movies. Movies that make you realize that you are not only watching an imitation, but a really bad imitation, like Chuck Norris doing his tribute to Judy Garland. I'll admit that his interpretation of the Easter Parade made me cry, but only because he was kicking me in the face. That's what it feels like to see Solo in the dark. I do not care about stupid, stupid horror movies, but I hate the stupid, stupid horror movies that refuse to acknowledge that fact. Alone in the Dark comes with a poker face so impossible to know if we're supposed to take any of this seriously. We are, but we do not, or more precisely, we can not. There is no room for maneuver in the script, direction or performance. Alone in the Dark abounds with government conspiracies (after a slavishly long crawl), which finds paranormal investigator Edward Carnby (Christian Slater) teaming up with an elite group of government agents to defeat an ancient evil. As an orphan, Edward escaped the clutches of the unscrupulous government agent / scientist Lionel Hudgens (Matthew Walker), whose depraved experiments turned children into crossed zombies. Now that Hudgens has found the final key to unlocking the portal between darkness and light, it's up to Edward, the former lover and healer Aline Cedrac (Reid) and the command leader Burke (Stephen Dorff) to save humanity. Yes, that's who I would call when the ultimate evil decides to hit humanity: two actors who travel down the lane straight to the video and an actress best known to the paparazzi. Was this a casting decision or a retribution? The director Uwe Boll (The House of the Dead) is not much help, since he never allows the actors to come out of the box of paper or express any emotion beyond the written word. If everyone, in front or behind the camera, simply recognized the obvious, Alone in the Dark would have been a hoot. Computer-generated monsters that never seem to occupy the same frame as the actors, trigger-happy commands, an intricate plot that does not make sense, characters from paper dolls, all the symbols of a good silly moment. Very bad the people behind Alone in the Dark did not fall into that trap.""",0
"b""We keep yawning while we watch this stinky Sony. It's probably the worst digital animation movie we've seen, and we've seen all the big ones. BUT, we gave it 2 stars and not one because it has some funny scenes. But, those funny scenes are very few. It really lacks humor for adults. Children CAN enjoy it (we do not have any, so we can not comment). Please, do not waste your money on this movie unless you are sure that your little ones like it.""",0
"b""Still disappointing. I really had hope, but between the confusing lines and the bad performance it was quite hard to bear. I think the wolves chasing the vampire were the best of the movie. It lacked completely emotional connection, I think it was actually worse than the twilight if that were possible. I'm completely surprised that with such a large budget and a fan base, they still can not get close to doing it right. The cheesy costumes, makeup, even the soundtrack were bad. Go read the books, there is no comparison.""",0
"b'This video is a must. With so many health problems today. Seeing this, you realize that you can control your health and your diet. you just have to try it I am a believer.'",1
"b""I knew this movie sucked ... but I mean ... it really sucks! The word & quot; leverage & quot; it is repeated over and over again, it is as if the director wanted to hypnotize his audience with subliminal messages. The previous reviewer said it all ... & quot; It's like riding & quot; , read that too. This movie is ridiculous, I'm an SFX designer and I felt insulted with the plot made towards science fiction movies throughout this one. My advice is to avoid this ... no ... scartch that ... rent it and see HOW badly it can be a movie.Buah haa haa haaa haaa!""",0
"b""I do not know who I feel for more, Stephen Dorff or Christian Slater. Dorff, who is a great actor, although you would never know it from the films he is in, has not been anywhere remotely good since the original Blade in 1998. Slater's career has been declining over the years, by participating in some flop projects. Both sleepwalking actors through their roles in this latest video game for the adaptation of the screen of director Uwe Boll, the same guy who brought us another adaptation of video game, the incredibly bad House of the Dead. Alone in the Dark is not much better, with a history so nonexistent that you will be scratching your head wondering what is going on before praying for all to be killed. Tara Reid is also on board as the smart girl, and as mentioned by previous critics, we know she is smart because she wears glasses. There is no redeeming factor about Alone in the Dark, and if you submit to the House of the Dead farce, then you know what to expect here.""",0
"b""This DVD tries to put in an hour all the history of the exploration of North America. Given his goal, I think he does a decent job doing it. He summarized five hundred years of history and many dozens of expeditions and explorers in brief pieces of information. I do not think that this is a good educational tool, since it would probably lack interest, it does not have very interesting stories, only a flow of information. Rather, this is a good starting point for someone who wants to research exploration in North America and wants an introduction to the main events and people in their history. It's not really something that excites people about the story, people who see this should already be excited.""",1
"b""I really thought it would be amazing to watch a movie in 3D AND HD ... but unfortunately they have not found a way to provide a 3D experience at home without discoloration of the characters. Because of the glasses everything in the image has a green tinge. In a way, it defeats HD's purpose. Apart from that, the movie is pretty good! I have not yet seen the 2d version, so I really can not review that aspect of the disc, but there are some neat 3D effects despite the green people.""",1
"b'The special effects were fine, but the story was weak, silly and predictable. When I was a kid, I loved the Alien movies. Aliens (the second) is considered a classic in our house as we still laugh at how my mother made M & M rain in the theater after an alien frightened her. Then, with that, I was excited to see this movie and relive some of the memories. What a disappointment. It was not terrifying at all. The people in the theater were actually *** SLEEPING ***. I was jealous of them. In general, I was glad that this was a short film. Sadly, the most terrifying thing in this movie was a penguin. Do not see this. If you are a big fan of aliens or predators and you must catch it, wait for video or HBO.'",0
"b'I really liked that movie. I recommended it to friends and they loved it too. However, it seems that we can not find the soundtrack. Help !'",1
"b'3 words: Do. Do not Buy ""Even if the movies were half decent, I could not count them because the footage is so blurry.""'",0
"b""I love the Phantom of the Opera very much and the music is beautiful. So I just knew that this was going to be amazing. Well, it's not, it's unfortunate, there's not a good song and the story does not fit with what happened in Phantom. I would not recommend this movie. Do not waste your money or your time. It's sad to say that it's just not worth it.""",0
"b""I can not say how bad this movie is. The only reason he got a star was that Amazon does not have zero stars. This is just a bad movie. It's not even a good movie, nor is it fun to watch. The underlying premise is interesting, in a kind of six degrees, and from it one would expect an Indian-style two-hand adventure. There are two worlds, one good, one bad. An ancient civilization once opened the door between these two worlds before, and was annihilated. Now, the key has been broken (why was it not destroyed? They never destroy these things!) And it is sent to the four corners of the earth. Now, take everything that has been ordered, exciting, fun and interesting from an Indiana Jones movie and let it run through the bathroom a few times. Immerse it and put it in a movie with some inept acting and inaction. Turn that on and there you have it, Alone in the Dark. What a waste .""",0
"b""This movie is simply amazing. It is so crazy and exaggerated that you can not help loving yourself. The goblin, the shrinking? Ha! Classic. It's great that Troma has finally put this on DVD, if you like Revenge of the Nerds, Weird Science, and you have Troma's sense of humor, you'll love it.""",1
"b""It is a very entertaining Fred Astaire movie and it has the episode of the dance on the roof that is considered a milestone of the film. And the face and shape of Jane Powell is very easy on the eyes. There is a disappointment with the quality of the video (grainy), but the film is delicious, nonetheless. There are three DVD editions of this movie that I'm aware of, I've had all three. I have retained Madacy's set and given the other two as gifts.""",1
b'This CD is nothing more than a simple reading of the official rules of the road with footage often irrelevant to sweet eyes. Buy the book!',0
"b'Before seeing this, do not make the mistake of grouping this movie with silly comedies like `` Tootsie \'\' and `` Mrs. Doubtfire. ""Although based on a true story, director Greenwald eludes many of the Western (and Hollywood) conventions to bring one of the best westerns of the 1990s. Suzy Amis plays Jo, a woman who is too confident with some men After escaping to the west and leaving her child born out of wedlock, she is almost raped by two soldiers.To hide from them, she wears men\'s clothes and heals her face, eventually using her new fa\xc3\xa7ade to get what she wants. Ian McKellen plays the role of a woman who hates women, believing he is a young man, and eventually befriends Bo Hopkins, who has his best role in years, and starts a sheep ranch. She falls in love with a Chinese woman who was forced to hire her as her cook, and eventually she has to fight against a group of cattle that tries to carve out and expel the ranchers, Am\xc3\xa9s looks like Eric Stoltz in his scenes as a man, and it is totally credible McKellan and Rene Auberjonois have small but fundamental roles as older father figures in whom Amis trusts, but eventually turn against her. Bo Hopkins is excellent since the neighbor Amis tolerates, befriends and tolerates. David Chung plays the Chinese man nicknamed Tin Man as a defective man addicted to sick opium. It looks perfect for the part, scars of life and everything. Heather Graham also has a small part as lover of Amis, and does her best with her. The most surprising thing about this movie is what the movie is not. There are no nice scenes of ""Yentl"", where Amis falls in love with a man like a man. The war of the cattle company, a standard point of the western plot, never overwhelms history, or reaches a trivial conclusion. The final scenes, with the unmasking of Jo, seem almost a farce, but when you think about them later, they play with great sincerity and movingly, especially Hopkins\' reaction. Greenwald\'s camera turns a small movie into an epic, with a splendid scene from Montana. His script is also very smart, he\'s never going for the cheap laughs or the kind of exploitation a director might have done. I recommend `` Little Jo\'s ballad. `` Has a grade (R) for physical violence, strong armed violence, sexual violence, spilled blood, some blasphemy, female nudity, sexual content, sexual references, drug abuse and adult situations.'",1
"b""I bought this DVD without having seen it in the theater or in a video. I bought it based on the good reviews I saw in the best ten end of the year lists. This is one of the few (unique) animated works that does not double as a musical. It is based solely on the strength of its characters to tell the compelling story of the young `` Hogarth '' (yes, Hogarth!) Who befriends a giant robot that landed forcefully on Earth during the 1950s. Naturally, the military and other adults suspect the seemingly benign giant. The true strength of this film is that both adults and children will enjoy it because it works on several levels. It's a sneaky comment about the paranoia of the 1950s (without being clumsy), an exciting adventure film and a comedy that has humor for adults and children. Both will fall in love with the `` Iron Giant '' (voice of Vin Diesal, from `` Saving Private Ryan '') that will finally teach humans a thing or two about loyalty and sacrifice. A word of warning for those with very young children: there are some `` cursed '' and `` hells '' (3 or 4) throughout the film; therefore, your PG rating.""",1
"b""I agree with the revision of Shemp Newberg. I have other Stefan Grossman DVDs, of which I have talked a lot. I have this to start learning the bottleneck. The tab is not what you're playing (or rather, it plays 80% more trims), so you can not duplicate your songs unless you can play by ear. Very disappointed . I guess I'll look for another introduction to the bottleneck. On a positive note, there are fantastic historical clips of legends of the bottleneck, if you like those things (which I do).""",0
"b'Without a doubt the best Carmen I\'ve seen, apart from the Sunday film (I have not seen the performance of van Otter). The highlights are, of course, the performances of the soprano directed by Domashenko and Dashuk; both finish their roles correctly, even if the first one is not very subtle, but somehow I do not think Carmen was a lady of nuances. One simply has to emphasize its beauty: they are really impressive to see. I saw a Turandot a few nights ago (another production of Zeffirelli) that was ruined as a show because the princess was played by a lady who was the size of a hospitality tent (and was not a great singer either). Strangely, in this production, the protagonists are those who raise an eyebrow; they are middle-aged, overweight and visually unconvincing, and this diminishes credibility, given Zeffirelli\'s emphasis on the ""look"" of a production; It is difficult to see how Jos\xc3\xa9 and Escamillo could, in modern language, ""attract"" women in that way! OK, maybe the fame of the latter is a factor. As for the singing, the sopranos excelled, Berti was fine, Acelo medio, and one or two of the support singers rather doubtful. The director and the orchestra were good. As another critic remarked, it is not difficult to believe that all the families of Verona were represented on the massive stage, besides many tourists. There were more horses on stage than running in the Grand National, and I think I saw my dog, who had gone for a walk, in one of the scenes. Without elephants And yes, the constant search of male singers for the driver\'s track was annoying, but with so many people on stage, it\'s a shame they did not have to jump in the air to get the beat. But these are cavilos. I really enjoyed the presentation, more as a show than as a great opera. I think my dog \xe2\x80\x8b\xe2\x80\x8bdid it too when he returned very late.'",1
b'The box of the first season should have had many more episodes than it had. I was very disappointed with the limited number of episodes on the set. And the music video and another guide was a waste of veiwing.',0
"b""It was the franchise fight that fans thought would never happen, except in the form of comics. After years and years of failed attempts and false starts, the powers finally succeeded. Hoping to capitalize on the amazing success of the merger of two successful horror franchises with Freddy vs. Jaso, two of the most popular science fiction creatures face each other face to face in Alien vs. Predator with those annoying humans trapped in the middle. There is not a clich\xc3\xa9 and eacute; that this movie does not like Disposable characters are widely sketched. For example, a bottle cap worn around the neck of a character is considered a defining feature. The film even manages to include that old chestnut tree where the characters overcome a fireball explosion. Fans who expect the two alien races to start hitting would have to wait almost an hour until their first battle, but it's pretty impressive as they throw each other out like something out of a comic book. It is true that the fight scenes are great in all their glory assisted by CGI, but this is not an endorsement. Poor Lance Henriksen is swaggering him here as a selfish entrepreneur who provides the only human link to the other Alien films (insinuating that he is the inspiration for the Android bishop in Aliens). It's only in about a quarter of the movie before it's dispatched quickly. There is an audio commentary by writer / director Paul W.S. Anderson and actors Lance Henriksen and Sanaa Lathan. They connect apparently as oblivious to the narrative disorder that is this movie. Also included is an audio commentary from visual effects supervisor John Bruno and creature effects designers Alec Gillis and Tom Woodruff Jr. Anyone who wants to hear these details will find this clue. There are three deleted scenes that total a total of two minutes and include a bit of Predator humor that was cut correctly. Also included are two advances and a gallery of the covers of the comics. to Dark Horse 's Alien vs. Predator series. Alien vs. Predator was not worth the wait and the fans of the comic will feel cheated. The movie begins slowly, but once the aliens and predators begin to hit each other, the weak script and the clumsy plot mercifully fade into the background. It's a shame because both alien races are ready for innumerable story ideas that subsequent sequels have not been able to capitalize effectively. All we have left is a good paint film by numbers.""",0
"b'Amazon offers this movie along with `` The Off Season \'\' in one package. LOSE THEM BOTH! This is really bad simply because it is not a really honest attempt to create a decent horror movie. This is as bad as those terrible ""Brain Damage"" movies.'",0
"b'An ingenious and perceptive film about a group of university friends and how they adjust to love, money, sex, the outside world and brunches. The script is a throwback to the screwball comedies where the characters were dimensional and the viewer cared about each character. The performances are impeccable. Special mention for Maddie Corman and the delicious, hot and phenomenally talented Christian Maelen. The man is so delicious in every way humanly possible that he will love the pants of men and women. This movie is a real pleasure. An intelligent film that is not based on rude humor to involve the audience.'",1
"b""I have read many of the reviews of other customers who bought this film and I can only imagine that they should be so moved by the history and the great cast of this great epic that they could not see the bad luck of the vine. I've been waiting a long time for this film to come out on DVD and the video transfer quality is so poor that it's a bitter pill to sob. I understand it's a movie made for television, but that's no excuse for what they've done for a great movie! I wish I had rented this movie before buying it and I would strongly recommend that all interested parties do exactly that before conducting the search!""",0
"b'I love this movie, but this is the worst quality DVD I\'ve seen in my life. I\'m very disappointed . Why is there such a terrible version to buy it as a ""new"" DVD? It is so clearly a copy of a copy of the movie.'",0
"b""I first ordered this item in advance during the summer and was very happy when it arrived weeks before the delivery date of December 23. However, when I opened the box, I was disappointed to see that cardboard sleeves had been used to store the DVDs. Worse yet, they had a rough cardboard edge directly in the middle of the DVD. Due to the packaging, the DVDs were moved during shipping and several were scratched. Approximately 5 would begin to freeze while playing, but not until a good part of an episode! I contacted Amazon, who sent me another box, and allowed me to choose and choose among the best DVDs. I managed to get a complete set that works, with little scratches, but I'm afraid that storing them inside the Rambaldi DVD covers will just scratch them even more. Great idea, but the packaging is horrible. You will spend more time trying to put together a set of work, then it's worth it.""",0
"b""I bought this for my grandson who is 5 years old, so part of this is for older children, but he has enjoyed the pieces. I think he'll get a lot more out of that when he's a little older. I recommend it as a learning tool.""",1
"b""Yeah right ! I've been in pain and could barely walk for three days! This will move my `` someday '' bunch of exercise DVDs, along with Madness!""",0
"b'It is almost impossible not to fall in love with this dazzling movie, with its adorable tracks and deliciously romantic and sexy premise: where and when can we finally DO IT? I started to laugh out loud at the antics of Tori Spelling, who, with surprising comic abilities, almost stole the film from its mostly male cast. This cheerful and old-fashioned romance is hard to resist.'",1
"b'If you have never seen THE EXORCISST, or have not seen it in a long time, this is a great opportunity to add this classic horror movie to your library! The acting, the direction, the cinematography, the soundtrack and the special effects are all good for the test of time. Of special importance is that both the special effects and the music of Tubular Bells are still wonderful, not at all ""point"". ""Max von Sydow is also particularly memorable as Father Merrin."" The plot involves the possession of a 12-year-old girl by an ancient demon (is there some other guy) Murder, a doubting priest and a famous mother are thrown into the It\'s as creepy and realistic as you remember, a special note: this DVD edition has about a dozen minutes of recording on the floor of the room, and it\'s a good thing. limited to two hours.The descent of the stairs is particularly memorable, not to give too much.'",1
"b""`` Battlefield Earth '' is considered one of the WORST movies ever made. It makes `` Hands, Hands of Fate '' look like a profound, human and moving drama about suffering in the hands of a cult and `` Plan 9 from outer space '' seems like a profound meditation on world peace and the dangers of science `` Battlefield '' has holes in plots bigger than Swiss cheese, and to think that it was a labor of love (!!!) John Travolta saw this film as a tribute to L. Ron Hubbard. But it ended a catastrophic failure. And no wonder. `` Battlefield '' has human beings living in primitive conditions, at the mercy of the dreadlocked psychics led by John Travolta and Forest Whitaker. Human civilization lies in ruins. The special effects, sometimes, especially with the ruins, are convincing. Pity about the rest of the movie. Barry Pepper (who seems to have retired, or something like that) stars as the hero, '' Jonny Goodboy. '' Not inventing that. Being a prisoner of the Psychlos, he manages to learn to read, fly planes, fire guns, all in a remarkably short period of time. As for the psychos, what was their motivation in world domination? Gold ! And yet, they were not able to find Fort Knox after blowing it all to pieces. Silent premise, horrible acting, a horrible makeup scene between Travolta and his real life wife, Kelly Preston ... it's better not to see her. This movie makes you suffer Moment for Moment, and Travolta wondered if his career was Living Live. At least, her taste for camp movies has not changed, as she acted as the mother of Tracy Turnblatt in Hairspray (Full Screen Edition). The love of bad movies is a battlefield.""",0
"b""The third installment of the popular & quot; Beverly Hills Cop & quot; series is like a distant relative who comes to stay with you. At first, you are happy to see them and catch up with the old days, but they will surely exhaust your welcome quickly. This movie reaches that point after about fifteen minutes. Eddie returns as Alex Foley, the increasingly unlikely fish detective out of the water in Detroit. Once again, Axel is battling with the police establishment, the Beverly Hills Police Department and the bad guys who killed his friend. Sounds familiar ? Even Serge (Bronson Pinchot) is back, in a desperate and painful scene that seems to last forever. The direction of veteran Murphy driver John Landis is acceptable, and shows Landis's usual style for rhythm and acrobatics. However, the script of the generally decent Steven deSouza is woefully half cooked. It is never clear what the tone of the image is supposed to be. The action scenes are very impromptu and are often played to laugh, while the comedy scenes are forced and without grace. History never builds the sense of danger and conflict that is essential for a film of this kind. It is not a riot of laughter, not remotely full of suspense. Also, any movie that makes Hector Elizondo (one of the best character actors) look bad has serious problems. There are two good things about & quot; Cop III. & quot; One of them is an excellent action sequence set in an amusement park on the Ferris wheel. That is the only exciting part of the movie. The other thing that I liked was the series of cameos from a variety of famous film directors (like George Lucas), a typical Landis gag. At least it gives you something to look for in some pretty boring scenes.""",0
"b'I agree 100% with the comments of other reviewers ... If you like this movie, do not buy this DVD. This version is terrible. I saw it once and I wanted to take the disc out, place it in my driveway and run it over with my car, repeatedly. Go back to the editing school, Bill Jones. Truly insulting to anyone who is a fan of this movie. I would give you negative stars if I could.'",0
"b'The performance in this movie sucks, laughably. Even Tara Reid can not save this movie. What, Reid is a scientist because she puts on glasses? She looks more like a gymnastics trainer. Is Christian Slater smarter? The address is almost as bad as some Ed Wood movies. The film may have had a sci-fi storyline, but the movie hardly explored any part of its plot. The film is not only bad, it is sometimes boring, it is only stimulated by the fun of the scripts that are carried out horribly and by the action without sense. For the most part, this film incriminates its director. I give this movie two stars out of five. This movie at least had some images. I did not hate his stupidity as much as that other film also based on a video game, ""Resident Evil: Apocalypse"", which I considered the worst movie of his year.'",0
"b'These DVDs have catapulted our sex life. My partner and I have found the ""buttons"" of others and we are having a great time. Since I saw the DVDs, one of the things that I love doing is reaching it, and I have become very good at feeling when it is at the top and desperate to review. It seems that he loves everything I do during this time, and one of my favorite things is to keep it in that moment of intense desire for as long as possible, and as close as possible to review everything possible, before dropping it, or review it. These techniques have answered questions I had for a long time about how to please her, only to generate MORE questions I had not considered before. We have been interested VERY WELL in what she wants, every time we have sex together. My most recent question is this: do women prefer to get up slowly and then go down a little several times, or would they prefer to stay on the edge for prolonged periods? From my perspective, the higher it gets and the more it stays there, the more rewarding it is for me. When I ask what he likes, it seems to be whatever I did at that moment. I\'ve heard that keep it on the verge of so-called ""sweet torture"", and I\'d love to have a woman\'s perspective. As I said, we are really interested in your sexual pleasure, and I attribute this renewed interest in part of the techniques given in the videos. Highly recommended, but ONLY if you want a super-charged sex life! ! !'",1
