data,target
"b""If you want to be alone while watching Alone In The Dark, there is good news and bad news. The good news is that you will have your desire. The bad news is that misery loves company. Being hung by incarnated nipple clusters over a well of cacti and scorpions would be less painful than sitting through this garbage menage about aliens, monsters, nefarious scientists, abducted children, a paranormal and Tara. Reid as curator of museums. Pinch me, I must be dreaming. Better than a pinch of what a slap in the face, that's what this crap a movie provides. Alone in the Dark is supposedly based on an old Atari game, which I've never heard of. What I remember about the old Atari games were their rudimentary graphics and stories. I doubt the story of the film is even a consideration. So in order to fill in the blanks, writers Elan Mastai, Michael Roesch and Peter Scheerer lend and steal from other films. Best movies. Movies that make you realize that you're not just watching an imitation, but a really bad imitation, like Chuck Norris doing his homage to Judy Garland. I admit that his version of the Easter Parade left me in tears, but only because he was kicking me in the face. That was what it seemed like to see Alone in the Dark. I do not care about stupid and stupid horror movies, but I hate stupid, stupid horror movies that refuse to acknowledge this fact. Alone in the Dark comes with a poker face impossible to know if we should take this seriously. We are, but we are not, or more precisely, we can not. There is no room for maneuver in the script, direction or performance. Government conspiracies abound in Alone in the Dark, which meets paranormal investigator Edward Carnby (Christian Slater) joining an elite group of government agents to defeat an ancient evil. As an orphan, Edward escaped the clutches of the unscrupulous government agent / scientist Lionel Hudgens (Matthew Walker), whose depraved experiments turned children into half-blooded zombies. Now that Hudgens has found the final key to open the portal between darkness and light, it is up to Edward, former lover and healer Aline Cedrac (Reid) and command leader Burke (Stephen Dorff) to save mankind. whom I would call when definitive evil decides to attack humanity: two actors riding that straight path to the video and an actress better known for shimmering paparazzi. Was that a selection or return decision? Director Uwe Boll (The House of the Dead) does not help much, never allowing actors to step out of the thin paper box or express any emotion beyond the written word. If everyone in front of or behind the camera just recognized the obvious, Alone in the Dark would have been a joke. Computer generated monsters that never seem to be in the same frame as the actors, happy trigger commands, a complicated plot that does not make sense, paper doll characters, all the ornaments of a good goofy time. Too bad the guys behind Alone in the Dark did not fall into this trap.""",0
"b""We continued to yawn as we watched this Sony stink. It's probably the worst digital animation movie we've ever seen, and we've seen all the big things. BUT, we give 2 stars and not one because it has some fun scenes. But these fun scenes are very few. It really is adult humor. Children can enjoy (we do not have any so we can not comment). Please do not waste your money on this movie unless you are sure your kids will like it.""",0
"b""Still disappointing. I really had hope, but between the lines of the maniac and the bad acting, it was very difficult to bear. I think the wolves chasing the vampire was the highlight of the movie. I missed any emotional connection completely, I think it was actually worse than twilight, if that's possible. It's quite amazing that with such a budget and a fan base, they still do not come close to getting it right. The cheese clothes, the makeup, even the soundtrack was poor. Go read the books, there is no comparison.""",0
"b'This video has to be watched. With so many health problems today. By noting this, you realize that you can control your health and your diet. you just have to try. I am a believer.'",1
"b""I knew this movie sucked ... but I mean ... it really stinks! The word & quot; leverage & quot; is repeated several times, it is as if the director wanted to hypnotize his crowd with subliminal messages. The past reviewer said it all ... & quot; It's like riding a horse & quot; , read this one too. This movie is ridiculous, I am an SFX designer and I felt insulted by the machine made for science fiction movies throughout this one. My advice avoids this ... no ... scartch that ... rent it and watch how a movie can be really messed up.Buah haa haa haaa haa!""",0
"b""I do not know who I'm feeling anymore, Stephen Dorff or Christian Slater. Dorff, who is a great actor, although you never know about the movies he is in, has not been anything but remote since the original Blade in 1998. Slater's career has declined over the years, practically taking part in some flop projects . Both actors walk peacefully through their roles in this latest video game for the film adaptation of director Uwe Boll, the same guy who brought us another video game adaptation, the incredibly bad House of the Dead. Alone in the dark is not much better, with a story so non-existent you'll be scratching your head wondering what's going on before you pray for all to be killed. Tara Reid is also on board as the smart girl, and as previous reviewers have mentioned, we know she's smart because she wears glasses. There is no redeeming factor about Alone in the Dark, and if you have been subjected to the House of the Dead farce, then you know what to expect here.""",0
"b'This DVD attempt to cram in about an hour the entire history of North American exploration. Given its purpose, I believe it does a pretty decent job. It summed up five hundred years of history and many dozens of expeditions and explorers in brief bits of information. I do not think this is a good educational tool, as it would probably be a little uninteresting - it does not have very interesting stories, just a stream of information. On the contrary, this is a good starting point for someone who wants to research the North American exploration and would like an introduction to the major events and people in their history. Not really something to excite people about the story, people seeing this should already be excited.'",1
"b'I really thought it would be amazing to watch a 3D and HD movie ... but unfortunately they were unable to create a 3D experience at home without the discoloration of the characters. Due to the glasses, everything in the photo has a green tint. it kind of nullifies the purpose of HD. all this aside, the film is very good! I have not yet watched the 2d version, so I really can not review that aspect of the disc, but there are some 3D effects in spite of the green people.'",1
"b""The special effects were good, but the story was weak, silly and predictable. As a kid, I loved the Alien movies. Aliens (the second) is considered a classic in our house as we still laugh about how my mom caused M & M's to rain in the theater after an alien scared her. So with that, I was excited to see this movie and relive some of the memories. What a disappointment. It was not scary at all. The people in the theater were actually *** Sleeping ***. I was jealous of them. I was very happy that this was a short movie. Unfortunately, the scariest thing in this movie was a penguin. I do not see that. If you are a big foreign fan or predator and must catch it, wait for video or HBO.""",0
"b'I loved this movie. I recommended it to friends and they loved it too. However, it seems we could not find the soundtrack. Help !'",1
"b""3 words: hacer. Do not . Purchase . 'Even if the films were half decent, I would not be able to say because the pictures are so faded.""",0
"b""I really love the Phantom of the Opera and the music is beautiful. So I knew that would be wonderful. Well it's not, it's unfortunate, there is not a good song in it and the story does not fit with what happened on Phantom. I would not recommend this movie. Do not waste your money or time. Sad to say, it just is not worth it.""",0
"b""I can not say how bad this movie is. The only reason it has a star is that Amazon does not have zero stars. his is just a bad movie. It's not even a good bad movie or fun to watch. The underlying premise is interesting, in a six degree form, and from it one would expect an Indian style Jones, a two-way adventure. Two worlds exist, one good and one evil. An ancient civilization once opened the gate between these two worlds before and was eliminated. Now the key has been destroyed (why not destroyed? They never destroy those things!) And sent to the four corners of the earth. Now, get everything that's been tidy, exciting, fun and interesting from an Indiana Jones-like movie and throw it on the table a few times. Immerse yourself, and put it in some movie with some inept acting and inactive rhythm. Set it on fire and there you go, Alone in the Dark. What a waste .""",0
"b""This movie is simply bizarrely amazing. It's so crazy and exaggerated that you can not stop loving. The Leprechaun, the shrinking? There is! Classic It's great that Troma has finally put it on DVD, if you like Revenge of the Nerds, Weird Science, and have Troma's sense of humor, you'll love it.""",1
"b'It is a very nice Fred Astaire movie and has the dance in the episode of the ceiling that is considered a landmark of the movie. And the face and form of Jane Powell are very easy on the eyes. There is disappointment with the quality of the video (grainy), but the film is delicious nonetheless. There are three DVD editions of this movie that I am aware of, I had all three. I kept the Madacy ensemble and gave the other two as gifts.'",1
"b'This CD is no more than a simple reading of the official rules of the road, with images irrelevant to the eyes. Buy the book!'",0
"b'Before watching this, do not make the mistake of including this movie in idiot comedies like ""Tootsie"" and ""Mrs"". Doubtfire. Although based on a true story, director Greenwald eschews many western (and Hollywood) conventions of bringing one of the best westerns of the 1990s. Suzy Amis plays Jo, a woman who trusts a few bad men too much. After escaping to the west and leaving her son out of wedlock, she is nearly raped by two soldiers. To hide from them, she wears men\'s clothing and heals her face, eventually using her new facade to get what she needs in the West to survive. Ian McKellen plays a woman who plays her, believing her to be a young man. She finally befriends Bo Hopkins, who has her best role in years, and starts a sheep ranch. She falls in love with a Chinese she has been forced to hire as a cook, and must eventually fight with a clump of cattle trying to steady herself and drive out the sheep farmers. Amis remembers Eric Stoltz in his scenes as a man, and is totally believable. McKellan and Rene Auberjonois have small but important roles, such as older paternal figures, whom Amis trusts, but they turn against her. Bo Hopkins is great as the neighbor Amis tolerates, befriends and tolerates. David Chung plays the Chinese man nicknamed Tin Man as a junk addict addicted to opium. It looks perfect for paper, life scars and everything. Heather Graham also has a small role as Amis\'s lover, and does her best with it. The most amazing aspects of this movie is what the film is not. There are no cute scenes of `` Yentl, \'\' in which Amis falls in love with a man as a man. The cattle company\'s war, a standard point of Western plot, never dominates history, or comes to a trivial conclusion. The final scenes, with Jo\'s unmasking, seem almost a farce, but when thought later, they play with great sincerity and excitement, especially Hopkins\' reaction. Greenwald\'s camera turns a small movie into an epic, with a beautiful Montana scenery. His screenplay is also very clever, never going for cheap laughs or the kind of exploration that a male director may have sought. I strongly recommend `` The Ballad of Little Jo. `` This is assessed (R) for physical violence, strong armed violence, some sexual violence, gore, some profanity, some nudity, sexual content, sexual references, drug abuse, and adult situations.'",1
"b'I bought this DVD without having seen it in the movies or in the video. I bought it based on the strong comments I saw on the top ten lists at the end of the year. This is one of the few (just?) Great animated works that do not work like a musical. It depends solely on the strength of its characters to tell the compelling story of the young ""Hogarth"" (yes, Hogarth!) Who befriends a giant robot that fell to Earth during the 1950s. Of course, the military and other adults are suspicious of giant apparently benign. The real strength of this movie is that both adults and kids will enjoy it because it works on many levels. It\'s an astute commentary on the paranoia of the 1950s (without being heavy), an exciting adventure film and a comedy that has humor for adults and children. Both will fall in love with ""Iron Giant"" (voiced by Vin Diesal, from ""The Rescue of Private Ryan""), who eventually teaches humans one or two things about loyalty and sacrifice. A word of warning for those with very young children: there are some ""damn"" and ""hell"" (3 or 4) throughout the film; therefore, its PG rating.'",1
"b""I agree with Shemp Newberg's review. I have other Stefan Grossman DVDs, which I have adored. I have the one to start learning the bottleneck. The flap is not what it's playing (or rather, it plays 80% more ornaments), so you can not duplicate your songs unless you can play by ear. Very dissapointed. I think I'll look for another introduction to the bottleneck. On a positive note, there are fantastic historical clips of bottleneck legends, if you like that stuff (which I do).""",0
"b'Certainly the best Carmen I\'ve seen, plus the movie Sunday (I have not seen the performance of van Otter). The highlights are, of course, the performances of the soprano leaders Domashenko and Dashuk; both play their roles well, even if the first one is a bit unpleasant - but somehow I do not think Carmen was a lady of nuances. Just watch the beauty of them - they are really impressive to look at. I watched a Turandot a few nights ago (another Zeffirelli production) that was ruined as a spectacle because the princess was played by a lady who was the size of a hospitality tent (and also was not a great singer). Strangely, in this production, it is the male protagonists who raise an eyebrow; are middle-aged, overweight and visually unconvincing, and this lowers credibility, given Zeffirelli\'s emphasis on the ""visual"" of a production; it\'s hard to see how Jose and Escamillo could, in modern parlance, ""pull"" women like that! Okay, maybe the fame of the latter is a factor. As for the singing, the sopranos stood out, Berti was fine, Acelo mediocre and one or two of the very dishonest support singers. Maestro and orchestra were good. As another reviewer commented, it is not difficult to believe that all the families in Verona were represented on the massive stage, in addition to many tourists. There were more horses on the stage than they raced at the Grand National, and I think I saw my dog, who had gone for a walk, in one of the scenes. No elephant though. And yes, the constant pursuit of the male singers at the maestro\'s suggestion was annoying, but with so many people on stage, it\'s a pity they did not have to jump in the air to get the beat. Horses I really enjoyed the performance, more like a show than like a great opera. I think my dog \xe2\x80\x8b\xe2\x80\x8bcame back too late.'",1
b'The season of a box set should have had far more episodes than that. I was very disappointed with the limited number of episodes on set. And the music video and another guide was a waste of veiwing.',0
"b""It was the franchise's slugfest that fans thought would never happen except in the form of comic books. After years and years of failed attempts and false beginnings, the powers that finally came together. Hoping to capitalize on the surprise success of the merger of two successful horror franchises with Freddy vs. Jaso, two of the most popular science fiction creatures go all the way in Alien Vs. Predator with those pesky humans caught in the middle. It's not a clich\xc3\xa9; that this movie does not like. Disposable characters are broadly outlined. For example, a bottle cap worn around a character's neck is considered a defining feature. The film even manages to include the old chestnut where the characters surpass the fireball blast. Fans who expect the two alien races to start waiting for over an hour until the first battle, but it is quite impressive when they play around. like something out of a comic book. Of course, the fight scenes are pretty cool in all their CGI-assisted glory, but that's hardly an endorsement. Poor Lance Henriksen is playing here as a selfish businessman who provides the only human connection with the other Alien movies (it is hinted that he is the inspiration for the android bishop in Aliens). It is in only a quarter of the movie before being shipped quickly. There is an audio commentary by screenwriter / director Paul W.S. Anderson and the actors Lance Henriksen and Sanaa Lathan. They connect at the same time seemingly oblivious to the narrative mess that is this movie. Also includes an audio commentary by visual effects supervisor John Bruno and creator effects creators Alec Gillis and Tom Woodruff Jr. Anyone who likes to hear these details will find this track informative. There are three deleted scenes totaling two minutes and include a bit of Predator humor that was properly cut. Also included are two trailers and a gallery of comic book covers. for Alien from Dark Horse Vs. Series Predator.Alien vs. Predator was not worth waiting for and comic book fans will feel cheated. The movie begins slowly but once the Aliens and Predators start hitting each other, the weak script and awkward plot mercifully become the background. It's a shame because both alien races are poised for countless story ideas that subsequent sequences have not been able to capitalize on effectively. All we have left is a beautiful, numbered movie.""",0
"b'Amazon is offering this movie along with ""The Off Season"" in one package. SKIP THEM BOTH! This is very bad simply because it is not a really honest attempt to create a decent horror film. This is as bad as those horrible Brain Damage movies.'",0
"b'An insightful and insightful film about a group of college friends and how they fit into love, money, sex, the outside world and brunches. The script is a setback for crazy comedies where the characters were dimensional and the viewer cared about each character. The performances are impeccable. Special mention to Maddie Corman and the delightful, talented and talented Christian Maelen. The man is so delightful in every way humanly possible that he will delight the pants of men and women. This movie is a real treat. A clever film that does not depend on gross humor to engage audiences.'",1
"b""I read many of the comments from other clients who bought this movie and I can only imagine that they should be overcome by the history and great cast of this great epic that they failed to see the poor quality of the viedo. I've been waiting for a long time for this movie to be released on DVD and the video transfer quality is so bad that it's a bitter pill to keep up with. I understand it's a movie that was made for television, but that's no excuse for what they did with a great movie! I would certainly like to have rented this movie before buying it and I recommend to all those interested to do just that before making the purchase!""",0
"b'I love this movie but this is the worst quality DVD I have ever seen. I\'m so disappointed. Why is such a terrible version out there to buy a ""new"" DVD? So clearly is a copy of a copy of a movie copy.'",0
"b""I pre-ordered this item for the first time during the summer, and was very happy when it arrived, weeks before December 23. However, when I opened the box, I was disappointed to see that they used cardboard sleeves to store the DVDs. Even worse, they had a rough cardboard border directly in the middle of the DVD. Due to the packaging, the DVDs changed during shipping, and several were scratched. Approximately 5 would start to freeze as they are thrown - but not until much of an episode! I got in touch with Amazon, who sent me another box, and allowed me to choose from the best DVDs. I got a full set that works with little scratches, but I'm afraid storing them inside the Rambaldi DVD covers will scratch it, them even more. Good idea, but the packaging is awful. You'll spend more time trying to put together a set of work, so it's worth it.""",0
"b""I bought this for my grandson, who is 5, so some of them are for older kids, but he enjoyed parties. I think he's going to get a lot more when he's a little older. I recommend this as a learning tool.""",1
"b""Okay, right ! I've been sore and could barely walk for three days! This will be moved to my stack of exercise DVDs along with Insanity!""",0
"b""It's almost impossible not to fall in love with this sunshiny movie, with its adorable tracks and deliciously romantic and sexy premise: where and when can we finally do it? I found myself laughing loudly at the antics of Tori Spelling, who, with surprising comedic ability, almost stole the film from his predominantly male cast. This gay and somewhat old-fashioned gay romance is hard to resist.""",1
"b""If you've never seen the EXORCIST, or have not seen it for a long time, this is a great opportunity to add this classic horror movie to your library! The acting, directing, cinematography, soundtrack and special effects stand up well to the test of time. Of note is that both the special effects and the music of the Tubular Bells are still wonderful, and not at all. Max von Sydow is also particularly memorable as Father Merrin. The plot involves the possession of a 12-year-old girl by an ancient demon (there is some other type). Murder, a dubious priest and a celebrity mother are thrown into the mix. It's as chilling and realistic as you remember. Special Note: This DVD edition has about a dozen minutes of footage from the cutting room floor - and that's fine. It was omitted on the day the films were generally limited to two hours. The descent of the stairs is particularly memorable, not to give too much.""",1
"b'""Battlefield Earth"" is rightly considered one of the worst films ever made. This makes ""Manos, Hands of Fate"" seem profound, human and touching drama about the suffering in the hands of a cult and ""Plan 9 From Space"" feels a profound meditation on world peace and the dangers of science. ""Battlefield"" has more holes than Swiss cheese - and think it was a labor of love (!!!) John Travolta saw this movie as a tribute to L. Ron Hubbard. But it ended in a catastrophic failure. And no wonder. ""Battlefield"" has humans living in primitive conditions, at the mercy of the Psychlos led by John Travolta and Forest Whitaker. Human civilization is in ruins. The special effects, sometimes, especially with the ruins, are convincing. Too bad about the rest of the movie. Barry Pepper (who seems to have retired or something) is the hero, ""Jonny Goodboy \'\' not making this Kept prisoner by Psychlos, he can learn to read, fly planes, firearms -.. All in a period of extremely short time. As for Psychlos, what was your motivation in world domination? Gold! and yet they were not able to find Fort Knox after blasting everything to smithereens. Premise horrible, horrible acting, a gruesome scene between Travolta and his wife Kelly Preston in real life ... it\'s better to lose. This film makes you suffer Moment by Moment, Travolta and wondered if his career was Stayin \'Alive. at least your taste in movies camp has not changed since he starred as the mother of Tracy Turnblatt in Hairspray (Full-Screen Edition). Bad movie love is a battlefield.'",0
"b'The third installment of the popular & quot; Beverly Hills Cop & quot; series is like a distant relative who comes to stay with you. At first, you are happy to see them and get refreshed in the old days, but they certainly tire quickly. This movie gets to that point after about fifteen minutes. Eddie Murphy is back as Alex Foley, the increasingly unlikely fish detective out of Detroit. Once again, Axel is fighting against the law enforcement, the Beverly Hills Police Department and the bad guys who killed his friend. Sound familiar? Even Serge (Bronson Pinchot) is back in a desperate and painful scene that seems to last forever. The direction of veteran John Landis, of Murphy, is acceptable, showing the usual talent of Landis to stroll and to do acrobatics. The script of the normally trusted Steven deSouza, regrettably, is kind of overcooked. It is never clear what the tone of the image is. The action scenes are very unlikely and often played for laughter, while the comedy scenes are forced and bland. History never builds the sense of risk and conflict that is essential for such a film. It is not a riot of laughter, nor is it remotely suspenseful. Also, any movie that makes Hector Elizondo - one of the best character actors around - looking bad has some serious problems. There are two good things about & quot; Cop III. & quot; One is an excellent action sequence set in an amusement park Ferris wheel. This is the only exciting part of the movie. The other thing I liked was the special guest series from several famous movie directors (like George Lucas), a typical Landis joke. At least it gives you something to look for in some pretty boring scenes.'",0
"b""I agree 100% with another reviewer's comments ... If you love this movie, do not buy this DVD. This version is terrible. I watched it once and wanted to take the disc out, put it in my garage, and run down with my car - over and over again. Go back to the publishing school, Bill Jones. Truly insulting to anyone who is a fan of this movie. I would give negative stars if I could.""",0
"b'The acting in this movie stinks, laughable. Even Tara Reid can not save this movie. What, Reid is a scientist because he puts on glasses? She looks more like a fitness trainer. Is Christian Slater smarter? The direction is almost as bad as some of Ed Wood\'s films. The film may have had a science fiction plan, but the film hardly explored any part of its plot. The movie is not only bad, it\'s sometimes annoying, just spurred on by the fun of horribly executed script lines and mindless actions. Primarily, this movie incriminates its director. I give this movie two stars out of five. This movie had at least some visuals. I do not hate your stupidity as much as the other video game-based movie, ""Resident Evil: Apocalypse,"" which I consider the worst movie of its year.'",0
"b'These DVDs catapulted our sex lives. My partner and I find each other\'s ""buttons"" and we\'re having a great time. Since I\'ve seen the dvds, one of the things I love doing is peeking at her, and I got on really well when she\'s on top and desperate to go there. She seems to love everything I do during that time, and one of my favorite things is to keep her in that moment of intense desire for as long as possible, and as close as possible to go, before leaving her on the ground, or passing by top. These techniques have answered questions I\'ve had for a long time about how to please her - just to bring in more questions than I even considered before. We become VERY interested in exactly what she wants, every time we have sex together. My most recent question is this: do women prefer to rise slowly, and then descend a little several times, or would they rather stay on the brink of a long period of time? From my perspective, the taller it gets and the more it stays there, the more rewarding it is for me. When I ask what she likes, it seems to be what I did back then. I heard you kept her on the brink of so-called ""sweet torture,"" and would love to have the perspective of a woman. Like I said, we\'re really into her sexual pleasure, and I attribute that rekindled interest to her. part of the techniques given in the videos. Highly recommend it, but only if what you want is a super-charged sex life! ! !'",1
"b""Great Milestones is an exploration of the breeding habits and mating rituals of various types of animals. Interesting aspects of this subject are how the moon and the tides regulate and synchronize certain elements of reproduction and how the weather also play a role. Not only are terrestrial animals studied, but some types of underwater creatures are also shown. In the second half of this documentary, parents who protect and feed their newborns are touched. Finish is a look at the young animals leaving the house or nest in the fight to join the circle of life. With just 60 minutes in duration, this feature can leave you wishing for more. The sound, the narration and the video are very well done in my opinion. No bonus is offered, except for some trailers from other programs. The chapters are a bit short due to the time limit, but what is presented is fun and enjoyable, however. As diverse as the animal kingdom is, we hope Reader's Digest will make more of these kinds of documentaries. If you are a fan of this type of subject, we recommend viewing.""",1
