data,target
"b""If you want to be alone while watching Alone In The Dark, there is good news and bad news. The good news is that you will get your wish. The bad news is that misery loves the company. To be hanged by red nipple clamps on a cactus and scorpion fossa would be less painful than sitting through that household trash on Reid aliens as a museum curator. Pinch me, I must be dreaming.Make a pinch a slap in the face, and that's what this movie hokey movie offers you. Alone in the Dark is supposed to be based on an old Atari game, which I have never heard of. What I remember from the old Atari games is their graphics and their rudimentary intrigues. I doubt that the long story of the film was taken into consideration. To fill the gaps, writers Elan Mastai, Michael Roesch and Peter Scheerer borrowed and stole other films. Better movies Films that make you realize that you're not just looking at an imitation, but a very bad imitation, like Chuck Norris paying tribute to Judy Garland. I admit that his interpretation of Easter Parade made me cry, but only because he was kicking me in the face. That's what it was like to watch Alone in the Dark. I do not like stupid and stupid horror movies, but I hate stupid and stupid horror movies that refuse to acknowledge this fact. Alone in the Dark comes with such a poker face that it's impossible to know if we're supposed to take it all seriously. We are, but we are not, or more precisely, can = t. There is no room for maneuver in the scenario, direction or game. Government conspiracies abound (after a long operating session) in Alone in the Dark, where paranormal investigator Edward Carnby (Christian Slater) defeat an old evil. As an orphan, Edward escaped the clutches of unscrupulous agent / scientist Lionel Hudgens (Matthew Walker), whose depraved experiences turned children into cross-zombies. Now that Hudgens has found the final key to opening the portal between darkness and light, it's Edward, former lover and curator Aline Cedrac (Reid) and Burke (Stephen Dorff) commando chief of saving humanity. which I would call when the ultimate evil would decide to dirty humanity: two actors straddling this rail of direct video and an actress known for her flashing paparazzi. Was it a casting or refund decision? Director Uwe Boll (The House of the Dead) does not help much, never allowing actors to get out of the paper box or express an emotion beyond the written word. If everyone in front of or behind the camera had just recognized the obvious, Alone in the Dark would have been a hoot. Computer-generated monsters that never seem to occupy the same frame as the actors, joyful commandos, a complicated plot that makes no sense, paper doll characters, all the pitfalls of a good time. Dark did not fall into this trap.""",0
"b""We continued to yawn while watching this Sony stinker. It's probably the worst digital animation movie we've ever seen, and we've seen all the details. BUT, we gave it 2 stars and not one because there are some fun scenes. But these amusing scenes are too few. It really lacks adult humor. Children MAY enjoy it (we do not have one, so we can not comment). Please do not waste your money on this movie unless you're sure your little ones would like it.""",0
"b'Always disappointing I was really hopeful, but between the tough lines and the bad game, it was hard to bear. I think the wolves chasing the vampire were the highlight of the movie. There was no emotional connection, I think it was worse than twilight if it was possible. It amazes me completely that with such a large budget and fan base, they can not even cope. The cheese outfits, makeup and even the soundtrack were bad. Go read the books, there is no comparison.'",0
"b'This video is to see absolutely. With so many health problems today. By observing this, you realize that you can control your health and diet. Just try. I am a believer.'",1
"b""I knew this movie was flawed ... but I mean ... it really stinks! The word & quot; leverage & quot; Repeats over and over again, it's as if the director wanted to hypnotize his crowd with subliminal messages. The previous reviewer has said everything ... & quot; It's like riding horses & quot; , read that one too. This movie is ridiculous, I'm a creator of SFX and I felt insulted by the mokery done towards sci-fi movies along this one. praise him and watch how a movie can be screwed up.Buah haa haa haaa haa!""",0
"b""I do not know who I'm sorry for, Stephen Dorff or Christian Slater. Dorff, who is an excellent actor, even if you'll never know from the movies he's been in, has not had a very good year since the first Blade in 1998. Slater's career has deteriorated over the years. years, including participating in flop projects. Both actors spend their time through their roles in this latest video game to adapt the director Uwe Boll, the same guy who brought us another video game adaptation, the very nasty House of the Dead. Alone in the Dark is not much better, with a story so non-existent that you will cringe your head wondering what's going on before praying for everyone to be killed. Tara Reid is also on board as a smart girl and, as previous commentators have mentioned, we know she is smart because she wears glasses. There is not a redemptive factor about Alone in the Dark, and if you surrender to the House of the Dead parody, then you know what to expect here.""",0
"b""This DVD attempts to cover in one hour the complete history of North American exploration. Given its purpose, I think it's a pretty decent job to do it. He summarized five hundred years of history and dozens of expeditions and explorers in brief information. I do not think this is a good teaching tool, because it would probably be somewhat uninteresting - it does not have very interesting stories, just a flow of information. Rather, it is a good starting point for those wishing to research North American exploration and would like an introduction to key events and people in its history. Not really something that excites people about history, people who see this should already be excited.""",1
"b'I really thought it would be great to watch a movie in 3D AND HD ... but unfortunately, they did not find a way to provide a 3D home experience without fading characters. Thanks to the glasses, everything on the image has a green hue. it defeats the purpose of HD. Other than that, the film is pretty good! I have not watched the 2d version yet, so I can not really review this aspect of the disc, but there are neat 3D effects despite the green people.'",1
"b'The special effects were ok, but the story was weak, stupid and predictable. As a child, I loved Alien movies. Aliens (the 2nd) is considered a classic in our house because we continue to laugh at the way my mom rained M & M on the stage after a stranger scared her. So, with that, I was excited to see this movie and relive some memories. What a desappointment. It was not scary at all. The people at the theater were actually *** SLEEPING ***. I was jealous of them. I was especially happy that it was a short film. Unfortunately, the most frightening thing in this movie was a penguin. Do not see it. If you are a big fan of alien or predator and you have to catch it, wait for the video or HBO.'",0
"b'I loved this film. I recommended to friends and they liked it too. However, we can not seem to find the soundtrack. Help me !'",1
"b'3 words: Do. Do not . Buy ""Even if the films were half decent, I would not be able to say because the images are so erased.'",0
"b""I love the ghost of opera so much and the music is beautiful. So I knew it was going to be great. Well that's not the case, it's pitiful, there is not a good song and the scenario does not match what happened at Phantom. I would not recommend this movie. Do not waste your money or time. Sad to say it is just not worth it.""",0
"b""I can not say enough how bad this movie is. The only reason he got a star is that the Amazon has no stars. his is just a bad movie. It's not even a good movie, and it's not fun to watch. The underlying premise is interesting, in a six-level style, and one can expect a two-stroke Jones Indian adventure. Two worlds exist, a good, an evil. An ancient civilization opened the door between these two worlds before and was destroyed. Now the key has been broken (why not destroyed? They never destroy those things!) And sent to the four corners of the earth. Now, take everything that has been neat, exciting, fun and interesting in an Indiana Jones-style movie and throw it into the canvas a few times. Immerse him and slap him on a movie with an inept action and an intimate stimulation. Put that on fire and here you are, Alone in the Dark. Such a waste .""",0
"b""This movie is just weird. It's so crazy that you can not help but love. Leprechaun, narrowing? Ha! Classical It's great that Troma finally put it on DVD, if you like Revenge of the Nerds, Weird Science and you have the sense of humor of Troma, you'll love it.""",1
"b""This is a very enjoyable Fred Astaire movie that features a ceiling dance episode considered as a milestone in the film. And Jane Powell's face and shape are very easy on the eyes. The quality of the video (grainy) is disappointing, but the film is still delicious. There are three DVD editions of this film that I am aware of, I had all three. I kept the Madacy set and offered the other two as a gift.""",1
b'This CD is nothing more than a simple reading of the official rules of the road with images often irrelevant to the eyes. Buy the book!',0
"b'Before looking at this, do not make the mistake of putting this film on stage with ridiculous comedies like ""Tootsie"" and ""Mrs. Doubt Although based on a true story, director Greenwald avoids several Western (and Hollywood) conventions to bring one of the best Westerns of the 1990s. Suzy Friends plays Jo, a woman who has a little confidence in some nasty men. After escaping to the west and leaving her son, she is almost raped by two soldiers. To hide, she wears men\'s clothes and scars on her face, possibly using her new facade to get what she needs in the west to survive. Ian McKellen embodies a woman who takes him, believing she is a young man. She ends up befriending Bo Hopkins, who has her best role in years, and starts a sheep ranch. She falls in love with a Chinese woman she has been forced to hire as a cook and eventually has to fight with a group of cattle to try to gain a foothold and hunt sheep farmers. Friends looks like Eric Stoltz in his man scenes. is totally believable. McKellan and Rene Auberjonois have modest but essential roles as an older father, who trusts Friends, but eventually turns on her. Bo Hopkins is great because the neighbor Friends tolerates, befriends and tolerates. David Chung incarnates the Chinese nicknamed Tin Man as a deficient man dependent on opium. It looks perfect for the party, the scars of life and everything. Heather Graham also has a small part as a Friends partner, and does her best with her. The most surprising aspects of this film are what the film is not. There are no cute scenes from ""Yentl"" where Friends falls in love with a man as a man. The war of cattle herders, a classic plot of the West, never goes beyond history or ends in a banal conclusion. The final scenes, with Jo\'s unmasking, look almost like joke, but when you think about it later, play very sincerely and touchingly, especially the Hopkins reaction. His script is also very clever, never leaving for cheap laughs or the kind of exploitation that a male director might have had. I highly recommend `` La Ballade de Petit Jo. ""This is noted (R) for physical violence, gun violence, some sexual violence, violence, some profanity, some female nudity, sexual content, sexual references, substance abuse and adult situations.'",1
"b'I bought this DVD without having seen it in the theater or on video. I bought it based on the strong reviews I\'ve seen on the top ten end-of-year lists. This is one of the few (only?) Big animated works that is not a musical. He relies solely on the strength of his characters to tell the captivating story of the young ""Hogarth"" (yes, Hogarth!) Who befriends a giant robot that landed on the ground in the 1950s. Naturally, the military and other adults are wary of the seemingly benign giant. The real strength of this film is that adults and children will enjoy it because it works on many levels. It\'s a devious commentary on 50\'s paranoia (without being cumbersome), an exciting adventure film and a humorous comedy for adults and children. Both will fall in love with the ""Iron Giant"" (played by Vin Diesal of ""Saving Private Ryan"") who will finally teach us things about loyalty and sacrifice. A word of caution for those who have very small children: there are some ""damned"" and ""hell"" (3 or 4) throughout the film; thus its PG rating.'",1
"b""I agree with Shemp Newberg's criticism. I have other DVDs from Stefan Grossman, which I talked about with pleasure. I have this one to start learning the bottleneck. The tab is not what he plays (or rather he plays 80% more embellishments), so you can not duplicate his songs unless you can play by ear. Very disappointed . I guess I'll look for another intro bottleneck. On a positive note, there are some great historical clips of bottleneck legends, if you like that stuff (which I do).""",0
"b'Certainly the best Carmen I\'ve seen, aside from the movie Domingo (I did not see van Otter\'s performance). The highlights are of course the performances of the soprano Domashenko and Dashuk; both get their roles right, even if the first is a bit discreet - but in a way, I do not think Carmen was a lady of nuances. Just notice their beauty - they are really beautiful to watch. A few nights ago, I watched a Turandot (another production of Zeffirelli) that was spoiled as a show because the princess was played by a woman the size of a hospitality tent (and she was not a great singer either). Curiously, in this production, it is men who make eyebrows. they are middle-aged, overweight and visually unconvincing, which diminishes credibility, since Zeffirelli focuses on the ""look"" of a production; It\'s hard to see how Jose and Escamillo could, in modern parlance, ""shoot"" women like that! OK, maybe the fame of the latter is a factor. As for singing, the sopranos excelled, Berti was doing well, Acelo a mediocre, and one or two of the singularly shady singers. The conductor and the orchestra were good. As another commentator has pointed out, it is not hard to believe that every family in Verona was represented on this massive stage, as well as a few tourists. There were more horses on stage than racing at the Grand National, and I think I saw my dog, who had been let out for a walk, in one of the scenes. No elephants though. And yes, the constant search of male singers for the conductor\'s signal was irritating, but with so many people on stage, it\'s pity that they did not have to jump up to get the rhythm . cavils. I really enjoyed the performance, more like a show than a big opera. I think my dog \xe2\x80\x8b\xe2\x80\x8bdid the same because he came back very late.'",1
b'The box set for season 1 should have had many more episodes than him. I was very disappointed by the limited number of episodes in the series. And the video clip and other guide was a loss of sight.',0
"b""It was the franchise that slugfest fans thought never happened except in comics. After years and years of unsuccessful attempts and false starts, the powers finally come together. In the hope of capitalizing on the surprising success of merging two horror franchises with Freddy and Jaso, two of the most popular science fiction creatures compete in Alien. Predator with those annoying humans caught in the middle. There is no clich\xc3\xa9; that this movie does not like. Disposable characters are widely drawn. For example, a bottle cap worn around a character's neck is considered a characteristic feature. The film even manages to include this old chestnut where the characters exceed the explosion of a fireball. Fans waiting for the two extraterrestrial races to start beating will have to wait nearly an hour before their first battle, but it's impressive. like something in a comic book. Certainly the fight scenes are pretty cool in all their CGI-assisted glory, but that's hardly an endorsement. Poor Lance Henriksen is here a selfish businessman who provides the only human link with other Alien films (implying is the inspiration for the bishop android in Aliens). It may be only a quarter of the film before being shipped quickly. There is an audio commentary by writer / director Paul W.S. Anderson and actors Lance Henriksen and Sanaa Lathan. They are connected to the game, seemingly unaware of the narrative mess that constitutes this film. An audio commentary by visual effects supervisor John Bruno and creator effects creators Alec Gillis and Tom Woodruff Jr is also included. Anyone who likes to listen to such details will find this track informative. at Dark Horse 's Alien vs. Predator.Alien Series vs. Predator was not worth the wait and fans of the comics would feel cheated. The film begins slowly, but once the Aliens and Predators begin to fight, the weak scenario and the clumsy plot disappear in the background. It's a shame because these two extraterrestrial races are ripe for countless story ideas that the following sequels have not been able to exploit effectively. All we have left is a beautiful painting film by numbers.""",0
"b'Amazon offers this movie with ""The Off Season"" in a package. SKIP BOTH! It\'s really bad because it\'s not a really honest attempt to create a decent horror movie. It\'s as bad as those horrible ""Brain Damage"" movies.'",0
"b'A spiritual and insightful film about a group of university friends and how they adapt to love, money, sex, the outside world and brunches. The script is a return to shattering comedies where the characters were dimensional and the viewer cared about each character. The performances are impeccable. Special mention to Maddie Corman and the talented, talented and talented Christian Maelen. The man is so delicious that he can charm men and women. This film is a real treat. A smart movie that does not rely on rude humor to engage the audience.'",1
"b""I read a lot of reviews from other customers who bought this movie and I can only understand that they must be so overwhelmed by the story and the actors of this great epic that they failed to see the poor quality of the viedo. I had waited a long time before this film appeared on DVD and the quality of video transfer is so poor that it is a bitter pill to follow. I understand it's a movie that was made for television, but that's not an excuse for what they did for a great movie! I would have liked to have rented this movie before buying it and I highly recommend it to anyone who wants it before doing the chase!""",0
"b'I like this movie, but it\'s the worst quality DVD I\'ve ever seen. I am so disappointed. Why is such a terrible version available as a ""new"" DVD? So it\'s clearly a copy of a copy of a copy of the film.'",0
"b""I first ordered this article during the summer and I was very happy when it arrived weeks before the estimated December 23 expeditions. Yet when I opened the box, I was disappointed to see that they had used cardboard pouches to keep the DVDs. Even worse, they had a rough edge of cardboard directly in the middle of the DVD. Due to the packaging, the DVDs were moved during shipping and many were scratched. About 5 of them would begin to freeze during playback - but not until a good part of the episode! I contacted Amazon, who sent me another box, and allowed me to choose between the best DVDs. I managed to get a complete set that works, with minor scratches, but I'm afraid that storing them in Rambaldi sleeves will not strike them anymore. A good idea, but the packaging is horrible. You will spend more time trying to set up a workstation, so it's worth it.""",0
"b'I bought it for my 5 year old grandson, so for older kids, but he enjoyed the parties. I think he will get a lot more when he gets a little older. I recommend it as a learning tool.'",1
"b'Yes indeed ! I had pain and hardly walked for three days! This will be moved to my stack of exercise DVDs with ""Insanity""!'",0
"b""It's almost impossible not to fall into this sunny film, with its adorable tracks and deliciously romantic and sexy premises: where and when can we finally do it? I found myself laughing loudly at Tori Spelling, who, with surprising comic skills, almost steals the film from his mostly male actors. It is hard to resist this gay novel both simple and fashionable.""",1
"b""If you have never seen THE EXORCIST, or if you have not seen it for a long time, this is a great opportunity to add this classic horror movie to your library! The acting, the staging, the cinematography, the soundtrack and the special effects stand up well to the test of time. It should be noted that the special effects and music of the Tubular Bells are always wonderful, not at all. Max von Sydow is also particularly memorable as Father Merrin. The plot involves the possession of a 12 year old girl by an old demon (is there another type). Murder, a dubious priest and a famous mom are thrown into the mix. It's as scary and realistic as you remember. On a special note, this DVD edition contains about a dozen minutes of cutting room footage - and that's a good thing. It was omitted at the time when movies were generally limited to two hours. The descent of stairs is particularly memorable, not to say too much.""",1
"b'""Battlefield Earth"" is rightly considered one of the worst movies ever made. He makes ""Manos, Hands of Fate"" a profound, human and poignant drama about the suffering of a cult and ""Plan 9 from Outer Space"" sounds like a profound meditation on world peace and the dangers of science. . ""Battlefield"" drew holes bigger than Swiss cheese - and think it was a work of love (!!!) John Travolta saw this film in homage to L. Ron Hubbard. But this resulted in a catastrophic flop. And no wonder. ""Battlefield"" has humans living in primitive conditions, at the mercy of Dreadlocks Psychlos led by John Travolta and Forest Whitaker. Human civilization is in ruins. The special effects sometimes, especially with the ruins, are convincing. Too bad for the rest of the movie. Barry Pepper (who seems to have retired, or something like that) plays the role of the hero, ""Jonny Goodboy. ""Do not invent it Held by the Psychlos, he manages to learn to read, fly planes, use firearms - all in a remarkably short time. As for the Psychlos, what was their motivation in the domination of the world? Gold ! And yet, they failed to find Fort Knox after everything exploded. A premise, a horrible game, a horrible scene between Travolta and his real wife Kelly Preston ... it\'s better to miss it. This movie makes you suffer Moment by Moment, and Travolta wondered if his career was Stayin \'Alive. At least his likes in camp films have not changed, since he played the role of Tracy Turnblatt\'s mother in Hairspray (Full-Screen Edition). Bad Love Love is a battlefield.'",0
"b""The third installment of the popular & quot; Beverly Hills Cop & quot; The series is like a distant relative who comes to stay with you. At first, you are happy to see them and get used to the past, but they are definitely exhausted. This film reaches this point after about fifteen minutes. Eddie Murphy is back with Alex Foley, Detroit detective, more and more unlikely. Once again, Axel fights with the police, the Beverly Hills Police Department and the Bad Guys who killed his friend. Sound familiar? Even Serge (Bronson Pinchot) is back, in a desperate and painful scene that seems to last forever. The direction, by veteran Murphy, John Landis, is acceptable, showing Landis' usual flair for stimulation and stunts. The scenario of Steven deSouza, generally reliable, is unfortunately half finished. You never know what the tone of the image is. The action scenes are very offbeat and often played for laughter, while the comedy scenes are forced and not very harmonious. History never creates the sense of danger and conflict essential to a film of this type. It's not a riot of laughter, not even at a distance. In addition, any film that makes Hector Elizondo, one of the best actors of the character, looks bad, poses serious problems. There are two good things about & quot; Cop III. & quot; One is an excellent action sequence on a big wheel of the amusement park. This is the only exciting part of the movie. The other thing I liked was the series of cameos by several famous directors (like George Lucas), a typical Landis gag. This gives you at least something to look for in quite boring scenes.""",0
"b'I agree 100% with the comments of another critic ... If you like this movie, do not buy this DVD. This version is terrible. I watched it once and wanted to take the record out, put it on my entrance and cross it several times with my car. Go back to the editing school, Bill Jones. Really insulting to anyone who is a fan of this movie. I would give him negative stars if I could.'",0
"b'The game in this movie stinks, ridiculously. Even Tara Reid can not save this movie. What, Reid is a scientist because she puts on glasses? She looks more like a gym trainer. Is Christian Slater more intelligent? The direction is almost as bad as some of Ed Wood\'s films. The film may have had a sci-fi plot, but the film has scarcely explored any part of its plot. The film is not only bad, it is sometimes boring, only stimulated by the fun of horribly done script lines and meaningless action. Above all, this film incriminates its director. I give this film two stars out of five. This film had at least some pictures. I did not hate his stupidity as much as this other movie also based on a video game, ""Resident Evil: Apocalypse"", which I considered as the worst movie of his year.'",0
"b'These DVDs catapulted our sex life. My partner and I found the ""buttons"" of each and we have a good time. Since watching DVDs, one of the things I love to do is to surpass it, and I know very well when she is at the top and desperate to go. She seems to love everything I do during this time, and one of my favorite things is to keep her as long as possible in this intense desire and let her down before dropping her. These techniques answered questions that I had been asking myself for a long time about how to please him - but only to bring MORE questions that I had not even considered before. We have become very interested in what she wants, every time we have sex. My most recent question is: do women prefer to get up slowly, then give up a few more times, or would they rather stay on the edge for long periods? From my point of view, the more she gets and the longer she stays there, the more rewarding she is for me. When I ask her what she likes, it seems to be what I did at the time. I heard her stay at the seaside called ""sweet torture"" and I would love to have a feminine point of view. As I said, we are really sensitive to her sexual pleasure, and I attribute this renewed interest partly to the techniques given in the videos. I highly recommend it, but ONLY if what you want is a super busy sex life! ! !'",1
"b""Great Milestones is an exploration of breeding habits and mating rituals of different types of animals. The interesting aspects of this subject are the way the Moon and the tides regulate and synchronize certain elements of the reproduction and how the weather conditions also play a role. Not only are terrestrial animals studied, but certain types of underwater creatures are also presented. In the second half of this documentary, parents protect and feed their newborns. Finish is a look at young animals leaving the house or nestling in the struggle to join the circle of life. In just 60 minutes, this feature may leave you wanting more. The sound, storytelling and video are pretty good in my opinion. No bonus features are available, with the exception of a few trailers from other programs. The chapters are a little short because of the time limit, but what is presented is nonetheless fun and enjoyable. As diverse as the animal kingdom, we hope that Reader's Digest will do more of these types of documentaries. If you are a fan of this type of subject, it is recommended to watch.""",1
"b'I am a Blu-ray enthusiast and a deadly weapon enthusiast. So, I was very disappointed at the quality of Blu-ray formatting (it looks like DVD quality), but what really pissed me off was the fact that it\'s not the cut-out directors . I guess it may have been a bit naive of me to assume that would be the case, but come on, it\'s BLU-RAY we\'re talking about here! I was not impressed. Not to mention that the seller said it was in ""Good Condition"", but the spine and the back of the sleeve were severely wrinkled and torn. If the Blu-ray conversion was of good quality and the directors had been cut, I would not have worried about the crumpled sleeve. However, as it was not the case, the crumpled nature was straw. I just checked on Amazon, and there is STILL no Director\'s Cut available. As long as there is none, I will not buy any deadly movie on Blu-ray.'",0
